1.0
 
[-7.86886375e-03 -1.99962182e+01],[ 3.86176645e-03 -1.99962683e+01],[ -0.03146988 -19.99070611]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398868]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406244 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406236 0.41390856]
[0.34999994 0.2290728 ],[0.75000003 0.26032277],[0.66406225 0.41383845]
[0.3499999  0.22898264],[0.75000005 0.26023261],[0.66406211 0.41374832]
[0.34999986 0.22887244],[0.75000007 0.26012241],[0.66406193 0.41363815]
[0.34999981 0.2287422 ],[0.75000009 0.25999217],[0.66406173 0.41350795]
[0.34999975 0.22859193],[0.75000012 0.2598419 ],[0.66406149 0.41335772]
[0.34999968 0.22842162],[0.75000016 0.25967159],[0.66406123 0.41318745]
[0.34999961 0.22823128],[0.75000019 0.25948124],[0.66406093 0.41299716]
[0.34999952 0.2280209 ],[0.75000023 0.25927086],[0.6640606  0.41278684]
[0.34999943 0.22779048],[0.75000028 0.25904044],[0.66406023 0.41255648]
[0.34999933 0.22754002],[0.75000033 0.25878999],[0.66405984 0.4123061 ]
[0.34999923 0.22726953],[0.75000038 0.2585195 ],[0.66405942 0.41203569]
[0.34999911 0.22697901],[0.75000043 0.25822897],[0.66405896 0.41174524]
[0.34999899 0.22666845],[0.75000049 0.25791841],[0.66405847 0.41143476]
[0.34999886 0.22633785],[0.75000056 0.25758781],[0.66405795 0.41110425]
[0.34999872 0.22598721],[0.75000063 0.25723717],[0.6640574  0.41075372]
[0.34999858 0.22561654],[0.7500007 0.2568665],[0.66405682 0.41038315]
[0.34999843 0.22522583],[0.75000077 0.25647579],[0.6640562  0.40999255]
[0.34999826 0.22481509],[0.75000085 0.25606505],[0.66405556 0.40958192]
[0.34999809 0.22438431],[0.75000093 0.25563427],[0.66405488 0.40915125]
[0.34999792 0.22393349],[0.75000102 0.25518345],[0.66405417 0.40870056]
[0.34999773 0.22346264],[0.75000111 0.2547126 ],[0.66405343 0.40822984]
[0.34999754 0.22297175],[0.75000121 0.25422171],[0.66405266 0.40773909]
[0.34999734 0.22246083],[0.75000131 0.25371078],[0.66405186 0.4072283 ]
[0.34999713 0.22192987],[0.75000141 0.25317982],[0.66405103 0.40669749]
[0.34999691 0.22137887],[0.75000151 0.25262882],[0.66405016 0.40614664]
[0.34999669 0.22080784],[0.75000162 0.25205778],[0.66404926 0.40557576]
[0.34999646 0.22021677],[0.75000174 0.25146671],[0.66404833 0.40498486]
[0.34999622 0.21960566],[0.75000186 0.2508556 ],[0.66404737 0.40437392]
[0.34999597 0.21897452],[0.75000198 0.25022446],[0.66404638 0.40374295]
[0.34999571 0.21832334],[0.7500021  0.24957328],[0.66404536 0.40309195]
[0.34999545 0.21765212],[0.75000223 0.24890206],[0.66404431 0.40242092]
[0.34999518 0.21696087],[0.75000237 0.24821081],[0.66404322 0.40172986]
[0.3499949  0.21624958],[0.7500025  0.24749952],[0.6640421  0.40101876]
[0.34999461 0.21551826],[0.75000264 0.24676819],[0.66404095 0.40028764]
[0.34999432 0.2147669 ],[0.75000279 0.24601683],[0.66403977 0.39953649]
[0.34999401 0.2139955 ],[0.75000294 0.24524543],[0.66403856 0.3987653 ]
[0.3499937  0.21320407],[0.75000309 0.244454  ],[0.66403732 0.39797409]
[0.34999338 0.2123926 ],[0.75000325 0.24364253],[0.66403604 0.39716284]
[0.34999306 0.21156109],[0.75000341 0.24281102],[0.66403474 0.39633157]
[0.34999272 0.21070955],[0.75000357 0.24195947],[0.6640334  0.39548026]
[0.34999238 0.20983797],[0.75000374 0.24108789],[0.66403203 0.39460892]
[0.34999203 0.20894636],[0.75000391 0.24019628],[0.66403063 0.39371755]
