1.0
 
[-1.20127899e-02 -1.99939262e+01],[ 5.98831773e-03 -1.99939770e+01],[ -0.04923938 -19.98505974]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.6640624  0.41395865]
[0.34999995 0.22914294],[0.75000003 0.26039291],[0.66406228 0.41390859]
[0.3499999  0.22907282],[0.75000005 0.26032279],[0.66406211 0.4138385 ]
[0.34999985 0.22898267],[0.75000007 0.26023263],[0.66406188 0.41374839]
[0.34999978 0.22887248],[0.75000011 0.26012245],[0.66406161 0.41363825]
[0.34999971 0.22874226],[0.75000015 0.25999223],[0.66406129 0.41350808]
[0.34999962 0.228592  ],[0.75000019 0.25984197],[0.66406092 0.4133579 ]
[0.34999951 0.22842171],[0.75000024 0.25967168],[0.6640605  0.41318768]
[0.3499994  0.22823139],[0.7500003  0.25948136],[0.66406004 0.41299744]
[0.34999927 0.22802103],[0.75000036 0.259271  ],[0.66405952 0.41278718]
[0.34999913 0.22779064],[0.75000043 0.25904061],[0.66405895 0.41255689]
[0.34999898 0.22754022],[0.75000051 0.25879018],[0.66405834 0.41230658]
[0.34999882 0.22726976],[0.75000059 0.25851972],[0.66405767 0.41203624]
[0.34999865 0.22697927],[0.75000067 0.25822923],[0.66405696 0.41174588]
[0.34999846 0.22666874],[0.75000077 0.2579187 ],[0.66405619 0.41143549]
[0.34999826 0.22633818],[0.75000087 0.25758814],[0.66405538 0.41110507]
[0.34999805 0.22598759],[0.75000097 0.25723755],[0.66405452 0.41075463]
[0.34999783 0.22561696],[0.75000108 0.25686692],[0.6640536  0.41038417]
[0.3499976  0.22522629],[0.7500012  0.25647625],[0.66405264 0.40999368]
[0.34999735 0.2248156 ],[0.75000132 0.25606556],[0.66405163 0.40958316]
[0.34999709 0.22438487],[0.75000145 0.25563482],[0.66405057 0.40915262]
[0.34999682 0.2239341 ],[0.75000159 0.25518406],[0.66404946 0.40870206]
[0.34999654 0.2234633 ],[0.75000173 0.25471326],[0.66404831 0.40823147]
[0.34999624 0.22297247],[0.75000187 0.25422243],[0.6640471  0.40774085]
[0.34999594 0.2224616 ],[0.75000203 0.25371156],[0.66404584 0.40723021]
[0.34999562 0.2219307 ],[0.75000218 0.25318066],[0.66404454 0.40669955]
[0.34999529 0.22137977],[0.75000235 0.25262972],[0.66404318 0.40614886]
[0.34999494 0.2208088 ],[0.75000252 0.25205875],[0.66404178 0.40557814]
[0.34999459 0.2202178 ],[0.7500027  0.25146775],[0.66404032 0.4049874 ]
[0.34999422 0.21960676],[0.75000288 0.25085671],[0.66403882 0.40437664]
[0.34999384 0.21897569],[0.75000307 0.25022564],[0.66403727 0.40374585]
[0.34999345 0.21832459],[0.75000326 0.24957453],[0.66403566 0.40309503]
[0.34999305 0.21765345],[0.75000346 0.24890339],[0.66403401 0.40242419]
[0.34999264 0.21696228],[0.75000367 0.24821222],[0.66403231 0.40173332]
[0.34999221 0.21625107],[0.75000388 0.24750101],[0.66403056 0.40102243]
[0.34999177 0.21551983],[0.7500041  0.24676977],[0.66402877 0.40029151]
[0.34999132 0.21476856],[0.75000433 0.24601849],[0.66402692 0.39954057]
[0.34999086 0.21399725],[0.75000456 0.24524718],[0.66402502 0.39876961]
[0.34999038 0.21320591],[0.7500048  0.24445583],[0.66402307 0.39797861]
[0.34998989 0.21239453],[0.75000504 0.24364446],[0.66402108 0.3971676 ]
[0.34998939 0.21156312],[0.75000529 0.24281304],[0.66401903 0.39633656]
[0.34998888 0.21071167],[0.75000554 0.2419616 ],[0.66401694 0.39548549]
[0.34998836 0.2098402 ],[0.7500058  0.24109012],[0.66401479 0.3946144 ]
[0.34998783 0.20894868],[0.75000607 0.2401986 ],[0.6640126  0.39372328]
