1.0
 
[-1.31428313e-02 -1.99933011e+01],[ 6.56825987e-03 -1.99933521e+01],[ -0.05408401 -19.98352012]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406247 0.41398869]
[0.34999997 0.22919302],[0.75000001 0.26044299],[0.66406239 0.41395865]
[0.34999994 0.22914294],[0.75000003 0.26039291],[0.66406226 0.41390859]
[0.34999989 0.22907282],[0.75000005 0.26032279],[0.66406207 0.41383851]
[0.34999984 0.22898267],[0.75000008 0.26023264],[0.66406182 0.41374841]
[0.34999976 0.22887249],[0.75000012 0.26012246],[0.66406153 0.41363828]
[0.34999968 0.22874227],[0.75000016 0.25999224],[0.66406117 0.41350812]
[0.34999958 0.22859202],[0.75000021 0.25984199],[0.66406077 0.41335795]
[0.34999947 0.22842174],[0.75000027 0.25967171],[0.66406031 0.41318775]
[0.34999934 0.22823142],[0.75000033 0.25948139],[0.66405979 0.41299752]
[0.3499992  0.22802107],[0.7500004  0.25927104],[0.66405922 0.41278727]
[0.34999905 0.22779069],[0.75000047 0.25904065],[0.6640586 0.412557 ]
[0.34999889 0.22754027],[0.75000056 0.25879024],[0.66405793 0.41230671]
[0.34999871 0.22726982],[0.75000064 0.25851979],[0.66405719 0.41203639]
[0.34999852 0.22697934],[0.75000074 0.2582293 ],[0.66405641 0.41174605]
[0.34999832 0.22666882],[0.75000084 0.25791878],[0.66405557 0.41143568]
[0.3499981  0.22633827],[0.75000095 0.25758823],[0.66405468 0.41110529]
[0.34999787 0.22598769],[0.75000107 0.25723765],[0.66405373 0.41075488]
[0.34999763 0.22561707],[0.75000119 0.25686703],[0.66405273 0.41038445]
[0.34999737 0.22522642],[0.75000131 0.25647638],[0.66405167 0.40999399]
[0.3499971  0.22481574],[0.75000145 0.25606569],[0.66405056 0.4095835 ]
[0.34999682 0.22438502],[0.75000159 0.25563498],[0.6640494 0.409153 ]
[0.34999652 0.22393427],[0.75000174 0.25518422],[0.66404818 0.40870247]
[0.34999621 0.22346348],[0.75000189 0.25471344],[0.66404691 0.40823191]
[0.34999589 0.22297267],[0.75000205 0.25422262],[0.66404558 0.40774134]
[0.34999555 0.22246182],[0.75000222 0.25371177],[0.6640442  0.40723074]
[0.3499952  0.22193093],[0.7500024  0.25318088],[0.66404277 0.40670011]
[0.34999484 0.22138001],[0.75000258 0.25262996],[0.66404128 0.40614946]
[0.34999447 0.22080906],[0.75000276 0.25205901],[0.66403973 0.40557879]
[0.34999408 0.22021808],[0.75000296 0.25146803],[0.66403814 0.4049881 ]
[0.34999368 0.21960706],[0.75000316 0.25085701],[0.66403649 0.40437738]
[0.34999326 0.21897601],[0.75000337 0.25022596],[0.66403478 0.40374664]
[0.34999284 0.21832493],[0.75000358 0.24957487],[0.66403302 0.40309587]
[0.3499924  0.21765381],[0.7500038  0.24890375],[0.66403121 0.40242508]
[0.34999194 0.21696266],[0.75000403 0.2482126 ],[0.66402934 0.40173427]
[0.34999147 0.21625148],[0.75000426 0.24750141],[0.66402742 0.40102343]
[0.34999099 0.21552026],[0.7500045  0.24677019],[0.66402544 0.40029257]
[0.3499905  0.21476901],[0.75000475 0.24601894],[0.66402341 0.39954169]
[0.34998999 0.21399772],[0.750005   0.24524765],[0.66402133 0.39877078]
[0.34998947 0.21320641],[0.75000526 0.24445634],[0.66401919 0.39797985]
[0.34998894 0.21239506],[0.75000553 0.24364498],[0.664017   0.39716889]
[0.3499884  0.21156367],[0.7500058 0.2428136],[0.66401475 0.39633792]
[0.34998784 0.21071225],[0.75000608 0.24196218],[0.66401245 0.39548691]
[0.34998726 0.2098408 ],[0.75000636 0.24109072],[0.66401009 0.39461589]
[0.34998668 0.20894932],[0.75000666 0.24019924],[0.66400768 0.39372484]
