1.0
 
[-5.60837145e-03 -1.99974684e+01],[ 2.70166375e-03 -1.99975181e+01],[ -0.02177365 -19.99378669]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919301],[0.75000001 0.26044298],[0.66406246 0.41395863]
[0.34999997 0.22914292],[0.75000001 0.26039289],[0.6640624  0.41390855]
[0.34999996 0.22907279],[0.75000002 0.26032276],[0.66406233 0.41383843]
[0.34999993 0.22898262],[0.75000003 0.26023259],[0.66406223 0.41374828]
[0.3499999  0.22887241],[0.75000005 0.26012238],[0.66406211 0.41363809]
[0.34999986 0.22874217],[0.75000007 0.25999214],[0.66406197 0.41350787]
[0.34999982 0.22859189],[0.75000009 0.25984186],[0.6640618  0.41335762]
[0.34999977 0.22842157],[0.75000011 0.25967154],[0.66406162 0.41318733]
[0.34999972 0.22823121],[0.75000014 0.25948118],[0.66406141 0.41299701]
[0.34999966 0.22802082],[0.75000016 0.25927079],[0.66406118 0.41278665]
[0.3499996  0.22779039],[0.75000019 0.25904035],[0.66406093 0.41255626]
[0.34999953 0.22753992],[0.75000023 0.25878988],[0.66406066 0.41230584]
[0.34999945 0.22726941],[0.75000026 0.25851938],[0.66406037 0.41203538]
[0.34999937 0.22697887],[0.7500003  0.25822883],[0.66406005 0.41174489]
[0.34999928 0.22666829],[0.75000035 0.25791825],[0.66405971 0.41143437]
[0.34999919 0.22633767],[0.75000039 0.25758763],[0.66405936 0.41110381]
[0.34999909 0.22598701],[0.75000044 0.25723697],[0.66405897 0.41075322]
[0.34999899 0.22561632],[0.75000049 0.25686628],[0.66405857 0.41038259]
[0.34999888 0.22522558],[0.75000054 0.25647554],[0.66405815 0.40999193]
[0.34999876 0.22481481],[0.7500006  0.25606477],[0.6640577  0.40958124]
[0.34999864 0.22438401],[0.75000065 0.25563397],[0.66405723 0.40915051]
[0.34999852 0.22393316],[0.75000071 0.25518312],[0.66405674 0.40869975]
[0.34999839 0.22346228],[0.75000078 0.25471224],[0.66405623 0.40822895]
[0.34999825 0.22297136],[0.75000084 0.25422132],[0.6640557  0.40773812]
[0.3499981 0.2224604],[0.75000091 0.25371036],[0.66405514 0.40722726]
[0.34999796 0.22192941],[0.75000098 0.25317936],[0.66405457 0.40669636]
[0.3499978  0.22137838],[0.75000106 0.25262833],[0.66405397 0.40614543]
[0.34999764 0.22080731],[0.75000114 0.25205726],[0.66405335 0.40557447]
[0.34999748 0.2202162 ],[0.75000122 0.25146615],[0.66405271 0.40498347]
[0.34999731 0.21960506],[0.7500013 0.250855 ],[0.66405204 0.40437243]
[0.34999713 0.21897387],[0.75000138 0.25022382],[0.66405136 0.40374137]
[0.34999695 0.21832265],[0.75000147 0.2495726 ],[0.66405065 0.40309027]
[0.34999676 0.2176514 ],[0.75000156 0.24890134],[0.66404992 0.40241913]
[0.34999657 0.2169601 ],[0.75000165 0.24821004],[0.66404917 0.40172797]
[0.34999637 0.21624877],[0.75000175 0.24749871],[0.6640484  0.40101676]
[0.34999616 0.2155174 ],[0.75000185 0.24676734],[0.6640476  0.40028553]
[0.34999595 0.21476599],[0.75000195 0.24601593],[0.66404679 0.39953426]
[0.34999574 0.21399455],[0.75000205 0.24524448],[0.66404595 0.39876296]
[0.34999551 0.21320307],[0.75000216 0.244453  ],[0.66404509 0.39797162]
[0.34999529 0.21239155],[0.75000227 0.24364147],[0.66404421 0.39716025]
[0.34999505 0.21155999],[0.75000238 0.24280991],[0.6640433  0.39632884]
[0.34999482 0.21070839],[0.7500025  0.24195832],[0.66404238 0.3954774 ]
[0.34999457 0.20983676],[0.75000261 0.24108668],[0.66404143 0.39460593]
[0.34999432 0.20894509],[0.75000273 0.24019501],[0.66404046 0.39371443]
