1.0
 
[-3.97564272e-03 -1.99983714e+01],[ 1.86383229e-03 -1.99984208e+01],[-1.47691347e-02 -1.99960119e+01]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919301],[0.75       0.26044298],[0.66406247 0.41395863]
[0.34999998 0.22914292],[0.75000001 0.26039289],[0.66406243 0.41390854]
[0.34999997 0.22907278],[0.75000001 0.26032275],[0.66406238 0.41383841]
[0.34999995 0.22898261],[0.75000002 0.26023258],[0.66406232 0.41374825]
[0.34999993 0.2288724 ],[0.75000003 0.26012237],[0.66406223 0.41363805]
[0.3499999  0.22874215],[0.75000005 0.25999212],[0.66406214 0.41350782]
[0.34999987 0.22859186],[0.75000006 0.25984183],[0.66406203 0.41335755]
[0.34999984 0.22842153],[0.75000008 0.2596715 ],[0.6640619  0.41318724]
[0.3499998  0.22823117],[0.75000009 0.25948114],[0.66406176 0.4129969 ]
[0.34999976 0.22802076],[0.75000011 0.25927073],[0.66406161 0.41278652]
[0.34999971 0.22779032],[0.75000013 0.25904029],[0.66406144 0.4125561 ]
[0.34999966 0.22753984],[0.75000016 0.25878981],[0.66406125 0.41230565]
[0.34999961 0.22726932],[0.75000018 0.25851929],[0.66406106 0.41203516]
[0.34999955 0.22697877],[0.75000021 0.25822873],[0.66406084 0.41174464]
[0.34999949 0.22666817],[0.75000024 0.25791813],[0.66406061 0.41143408]
[0.34999943 0.22633754],[0.75000027 0.2575875 ],[0.66406037 0.41110349]
[0.34999936 0.22598686],[0.7500003  0.25723683],[0.66406011 0.41075285]
[0.34999928 0.22561615],[0.75000034 0.25686611],[0.66405984 0.41038219]
[0.34999921 0.2252254 ],[0.75000037 0.25647536],[0.66405955 0.40999148]
[0.34999912 0.22481462],[0.75000041 0.25606457],[0.66405925 0.40958074]
[0.34999904 0.22438379],[0.75000045 0.25563375],[0.66405893 0.40914997]
[0.34999895 0.22393292],[0.75000049 0.25518288],[0.6640586  0.40869916]
[0.34999886 0.22346202],[0.75000054 0.25471198],[0.66405825 0.40822831]
[0.34999876 0.22297108],[0.75000058 0.25422103],[0.66405789 0.40773742]
[0.34999866 0.2224601 ],[0.75000063 0.25371005],[0.66405752 0.4072265 ]
[0.34999855 0.22192908],[0.75000068 0.25317903],[0.66405713 0.40669555]
[0.34999844 0.22137802],[0.75000073 0.25262797],[0.66405672 0.40614456]
[0.34999833 0.22080693],[0.75000078 0.25205688],[0.6640563  0.40557353]
[0.34999821 0.22021579],[0.75000084 0.25146574],[0.66405586 0.40498246]
[0.34999809 0.21960462],[0.75000089 0.25085457],[0.66405542 0.40437136]
[0.34999797 0.21897341],[0.75000095 0.25022336],[0.66405495 0.40374023]
[0.34999784 0.21832216],[0.75000101 0.24957211],[0.66405447 0.40308905]
[0.3499977  0.21765087],[0.75000108 0.24890082],[0.66405398 0.40241785]
[0.34999757 0.21695955],[0.75000114 0.24820949],[0.66405347 0.4017266 ]
[0.34999743 0.21624818],[0.75000121 0.24749812],[0.66405295 0.40101532]
[0.34999728 0.21551678],[0.75000127 0.24676672],[0.66405241 0.400284  ]
[0.34999713 0.21476534],[0.75000134 0.24601527],[0.66405185 0.39953265]
[0.34999698 0.21399386],[0.75000142 0.24524379],[0.66405129 0.39876126]
[0.34999682 0.21320234],[0.75000149 0.24445227],[0.6640507  0.39796984]
[0.34999666 0.21239079],[0.75000156 0.24364071],[0.66405011 0.39715837]
[0.3499965  0.21155919],[0.75000164 0.24280912],[0.6640495  0.39632688]
[0.34999633 0.21070756],[0.75000172 0.24195748],[0.66404887 0.39547534]
[0.34999616 0.20983588],[0.7500018  0.24108581],[0.66404823 0.39460377]
[0.34999598 0.20894417],[0.75000188 0.24019409],[0.66404757 0.39371217]
