1.0
 
[-1.17616728e-02 -1.99940651e+01],[ 5.85941312e-03 -1.99941159e+01],[ -0.04816269 -19.98540189]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.6640624  0.41395865]
[0.34999995 0.22914294],[0.75000003 0.26039291],[0.66406228 0.41390859]
[0.34999991 0.22907282],[0.75000005 0.26032279],[0.66406211 0.4138385 ]
[0.34999985 0.22898266],[0.75000007 0.26023263],[0.6640619  0.41374838]
[0.34999979 0.22887248],[0.75000011 0.26012244],[0.66406163 0.41363824]
[0.34999971 0.22874225],[0.75000014 0.25999222],[0.66406132 0.41350808]
[0.34999962 0.228592  ],[0.75000019 0.25984197],[0.66406096 0.41335789]
[0.34999952 0.22842171],[0.75000024 0.25967168],[0.66406055 0.41318767]
[0.34999941 0.22823138],[0.75000029 0.25948135],[0.66406009 0.41299743]
[0.34999929 0.22802103],[0.75000035 0.25927099],[0.66405958 0.41278716]
[0.34999915 0.22779063],[0.75000042 0.2590406 ],[0.66405903 0.41255687]
[0.34999901 0.22754021],[0.7500005  0.25879017],[0.66405843 0.41230655]
[0.34999885 0.22726975],[0.75000057 0.25851971],[0.66405778 0.41203621]
[0.34999868 0.22697925],[0.75000066 0.25822922],[0.66405708 0.41174584]
[0.34999849 0.22666872],[0.75000075 0.25791869],[0.66405633 0.41143544]
[0.3499983  0.22633816],[0.75000085 0.25758812],[0.66405553 0.41110502]
[0.34999809 0.22598756],[0.75000095 0.25723752],[0.66405469 0.41075458]
[0.34999788 0.22561693],[0.75000106 0.25686689],[0.6640538  0.41038411]
[0.34999765 0.22522627],[0.75000117 0.25647623],[0.66405286 0.40999361]
[0.3499974  0.22481557],[0.75000129 0.25606553],[0.66405187 0.40958309]
[0.34999715 0.22438483],[0.75000142 0.25563479],[0.66405083 0.40915254]
[0.34999689 0.22393407],[0.75000155 0.25518402],[0.66404975 0.40870197]
[0.34999661 0.22346326],[0.75000169 0.25471322],[0.66404862 0.40823137]
[0.34999632 0.22297243],[0.75000183 0.25422238],[0.66404744 0.40774075]
[0.34999602 0.22246156],[0.75000198 0.25371151],[0.66404621 0.4072301 ]
[0.34999571 0.22193065],[0.75000214 0.2531806 ],[0.66404493 0.40669942]
[0.34999539 0.22137971],[0.7500023  0.25262966],[0.6640436  0.40614872]
[0.34999505 0.22080874],[0.75000247 0.25205869],[0.66404223 0.405578  ]
[0.3499947  0.22021774],[0.75000264 0.25146768],[0.66404081 0.40498725]
[0.34999434 0.2196067 ],[0.75000282 0.25085664],[0.66403934 0.40437647]
[0.34999397 0.21897562],[0.750003   0.25022556],[0.66403782 0.40374567]
[0.34999359 0.21832451],[0.75000319 0.24957445],[0.66403625 0.40309484]
[0.3499932  0.21765337],[0.75000339 0.24890331],[0.66403464 0.40242399]
[0.34999279 0.21696219],[0.75000359 0.24821213],[0.66403297 0.40173311]
[0.34999237 0.21625098],[0.7500038  0.24750092],[0.66403126 0.40102221]
[0.34999194 0.21551973],[0.75000401 0.24676967],[0.6640295  0.40029128]
[0.3499915  0.21476846],[0.75000423 0.24601839],[0.6640277  0.39954033]
[0.34999105 0.21399714],[0.75000446 0.24524707],[0.66402584 0.39876935]
[0.34999058 0.21320579],[0.75000469 0.24445572],[0.66402394 0.39797834]
[0.34999011 0.21239441],[0.75000493 0.24364434],[0.66402198 0.39716731]
[0.34998962 0.211563  ],[0.75000517 0.24281292],[0.66401998 0.39633625]
[0.34998912 0.21071155],[0.75000542 0.24196147],[0.66401793 0.39548517]
[0.3499886  0.20984006],[0.75000568 0.24108998],[0.66401584 0.39461406]
[0.34998808 0.20894854],[0.75000594 0.24019846],[0.66401369 0.39372293]
