1.0
 
[-1.26406102e-02 -1.99935789e+01],[ 6.31048334e-03 -1.99936298e+01],[ -0.05193094 -19.98420438]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406247 0.41398869]
[0.34999997 0.22919302],[0.75000001 0.26044299],[0.6640624  0.41395865]
[0.34999994 0.22914294],[0.75000003 0.26039291],[0.66406227 0.41390859]
[0.3499999  0.22907282],[0.75000005 0.26032279],[0.66406208 0.41383851]
[0.34999984 0.22898267],[0.75000008 0.26023264],[0.66406185 0.4137484 ]
[0.34999977 0.22887248],[0.75000011 0.26012245],[0.66406156 0.41363826]
[0.34999969 0.22874227],[0.75000015 0.25999223],[0.66406123 0.41350811]
[0.3499996  0.22859201],[0.7500002  0.25984198],[0.66406084 0.41335792]
[0.34999949 0.22842173],[0.75000026 0.2596717 ],[0.66406039 0.41318772]
[0.34999937 0.22823141],[0.75000032 0.25948138],[0.6640599  0.41299749]
[0.34999923 0.22802106],[0.75000038 0.25927102],[0.66405936 0.41278723]
[0.34999909 0.22779067],[0.75000045 0.25904063],[0.66405876 0.41255695]
[0.34999893 0.22754025],[0.75000053 0.25879021],[0.66405811 0.41230665]
[0.34999876 0.22726979],[0.75000062 0.25851976],[0.66405741 0.41203632]
[0.34999858 0.22697931],[0.75000071 0.25822927],[0.66405665 0.41174597]
[0.34999838 0.22666878],[0.75000081 0.25791875],[0.66405585 0.4114356 ]
[0.34999817 0.22633823],[0.75000091 0.25758819],[0.66405499 0.4111052 ]
[0.34999795 0.22598764],[0.75000102 0.2572376 ],[0.66405408 0.41075477]
[0.34999772 0.22561702],[0.75000114 0.25686698],[0.66405312 0.41038432]
[0.34999747 0.22522636],[0.75000126 0.25647632],[0.6640521  0.40999385]
[0.34999721 0.22481567],[0.75000139 0.25606563],[0.66405104 0.40958335]
[0.34999694 0.22438495],[0.75000153 0.25563491],[0.66404992 0.40915283]
[0.34999665 0.22393419],[0.75000167 0.25518415],[0.66404875 0.40870229]
[0.34999636 0.2234634 ],[0.75000182 0.25471336],[0.66404753 0.40823172]
[0.34999605 0.22297258],[0.75000197 0.25422253],[0.66404626 0.40774112]
[0.34999572 0.22246172],[0.75000214 0.25371167],[0.66404493 0.4072305 ]
[0.34999539 0.22193083],[0.7500023  0.25318078],[0.66404355 0.40669986]
[0.34999504 0.22137991],[0.75000248 0.25262986],[0.66404212 0.40614919]
[0.34999468 0.22080895],[0.75000266 0.2520589 ],[0.66404064 0.4055785 ]
[0.34999431 0.22021796],[0.75000284 0.2514679 ],[0.66403911 0.40498779]
[0.34999392 0.21960693],[0.75000304 0.25085687],[0.66403752 0.40437705]
[0.34999352 0.21897587],[0.75000323 0.25022581],[0.66403589 0.40374628]
[0.34999311 0.21832478],[0.75000344 0.24957472],[0.6640342 0.4030955]
[0.34999269 0.21765365],[0.75000365 0.24890359],[0.66403245 0.40242468]
[0.34999225 0.21696249],[0.75000387 0.24821243],[0.66403066 0.40173385]
[0.3499918 0.2162513],[0.75000409 0.24750123],[0.66402882 0.40102299]
[0.34999134 0.21552007],[0.75000432 0.24677   ],[0.66402692 0.4002921 ]
[0.34999086 0.21476881],[0.75000456 0.24601874],[0.66402497 0.39954119]
[0.34999038 0.21399751],[0.7500048  0.24524744],[0.66402297 0.39877026]
[0.34998988 0.21320618],[0.75000505 0.24445611],[0.66402092 0.3979793 ]
[0.34998936 0.21239482],[0.75000531 0.24364475],[0.66401881 0.39716832]
[0.34998884 0.21156343],[0.75000557 0.24281335],[0.66401665 0.39633731]
[0.3499883 0.210712 ],[0.75000584 0.24196192],[0.66401444 0.39548628]
[0.34998775 0.20984053],[0.75000611 0.24109045],[0.66401218 0.39461523]
[0.34998719 0.20894904],[0.7500064  0.24019895],[0.66400987 0.39372415]
