1.0
 
[-8.87350292e-03 -1.99956625e+01],[ 4.37727972e-03 -1.99957128e+01],[ -0.03577847 -19.98933713]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406243 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406234 0.41390857]
[0.34999993 0.2290728 ],[0.75000004 0.26032277],[0.66406221 0.41383846]
[0.34999989 0.22898264],[0.75000005 0.26023261],[0.66406205 0.41374833]
[0.34999984 0.22887245],[0.75000008 0.26012242],[0.66406186 0.41363817]
[0.34999978 0.22874221],[0.75000011 0.25999218],[0.66406162 0.41350798]
[0.34999972 0.22859195],[0.75000014 0.25984192],[0.66406135 0.41335776]
[0.34999964 0.22842164],[0.75000018 0.25967161],[0.66406105 0.41318751]
[0.34999956 0.2282313 ],[0.75000022 0.25948127],[0.66406071 0.41299723]
[0.34999946 0.22802093],[0.75000026 0.2592709 ],[0.66406033 0.41278692]
[0.34999936 0.22779052],[0.75000032 0.25904048],[0.66405992 0.41255658]
[0.34999925 0.22754007],[0.75000037 0.25879004],[0.66405948 0.41230622]
[0.34999913 0.22726959],[0.75000043 0.25851955],[0.66405899 0.41203582]
[0.349999   0.22697907],[0.75000049 0.25822904],[0.66405847 0.41174539]
[0.34999886 0.22666852],[0.75000056 0.25791848],[0.66405792 0.41143494]
[0.34999872 0.22633793],[0.75000063 0.25758789],[0.66405733 0.41110445]
[0.34999856 0.2259873 ],[0.75000071 0.25723727],[0.6640567  0.41075394]
[0.3499984  0.22561664],[0.75000079 0.2568666 ],[0.66405604 0.41038339]
[0.34999822 0.22522595],[0.75000088 0.25647591],[0.66405534 0.40999282]
[0.34999804 0.22481521],[0.75000097 0.25606517],[0.66405461 0.40958222]
[0.34999785 0.22438445],[0.75000106 0.2556344 ],[0.66405384 0.40915159]
[0.34999765 0.22393364],[0.75000116 0.2551836 ],[0.66405303 0.40870093]
[0.34999744 0.2234628 ],[0.75000126 0.25471276],[0.66405219 0.40823023]
[0.34999723 0.22297193],[0.75000137 0.25422188],[0.66405131 0.40773951]
[0.349997   0.22246102],[0.75000148 0.25371097],[0.6640504  0.40722877]
[0.34999676 0.22193007],[0.7500016  0.25318002],[0.66404945 0.40669799]
[0.34999652 0.22137909],[0.75000172 0.25262904],[0.66404847 0.40614718]
[0.34999627 0.22080807],[0.75000184 0.25205802],[0.66404745 0.40557634]
[0.349996   0.22021702],[0.75000197 0.25146696],[0.66404639 0.40498547]
[0.34999573 0.21960593],[0.7500021  0.25085587],[0.6640453  0.40437458]
[0.34999545 0.2189748 ],[0.75000224 0.25022475],[0.66404417 0.40374365]
[0.34999517 0.21832364],[0.75000238 0.24957358],[0.66404301 0.4030927 ]
[0.34999487 0.21765244],[0.75000253 0.24890238],[0.66404181 0.40242171]
[0.34999456 0.21696121],[0.75000268 0.24821115],[0.66404057 0.4017307 ]
[0.34999425 0.21624994],[0.75000284 0.24749988],[0.6640393  0.40101965]
[0.34999392 0.21551864],[0.750003   0.24676857],[0.664038   0.40028858]
[0.34999359 0.2147673 ],[0.75000316 0.24601723],[0.66403666 0.39953748]
[0.34999325 0.21399592],[0.75000333 0.24524586],[0.66403528 0.39876635]
[0.3499929  0.21320451],[0.7500035  0.24445444],[0.66403386 0.39797519]
[0.34999254 0.21239307],[0.75000368 0.24364299],[0.66403241 0.397164  ]
[0.34999217 0.21156158],[0.75000386 0.24281151],[0.66403093 0.39633278]
[0.34999179 0.21071007],[0.75000405 0.24195999],[0.66402941 0.39548153]
[0.34999141 0.20983851],[0.75000424 0.24108843],[0.66402785 0.39461025]
[0.34999101 0.20894692],[0.75000443 0.24019684],[0.66402626 0.39371894]
