1.0
 
[-6.61303155e-03 -1.99969127e+01],[ 3.21732574e-03 -1.99969626e+01],[ -0.02608342 -19.99241748]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919302],[0.75000001 0.26044299],[0.66406245 0.41395864]
[0.34999997 0.22914292],[0.75000001 0.26039289],[0.66406238 0.41390855]
[0.34999995 0.22907279],[0.75000003 0.26032276],[0.66406229 0.41383844]
[0.34999992 0.22898263],[0.75000004 0.2602326 ],[0.66406217 0.41374829]
[0.34999988 0.22887242],[0.75000006 0.26012239],[0.66406203 0.41363812]
[0.34999984 0.22874218],[0.75000008 0.25999215],[0.66406186 0.4135079 ]
[0.34999979 0.22859191],[0.7500001  0.25984188],[0.66406167 0.41335766]
[0.34999973 0.22842159],[0.75000013 0.25967156],[0.66406144 0.41318738]
[0.34999967 0.22823124],[0.75000016 0.25948121],[0.6640612  0.41299708]
[0.3499996  0.22802085],[0.75000019 0.25927082],[0.66406092 0.41278673]
[0.34999952 0.22779043],[0.75000023 0.25904039],[0.66406062 0.41255636]
[0.34999944 0.22753997],[0.75000027 0.25878993],[0.6640603  0.41230596]
[0.34999935 0.22726947],[0.75000032 0.25851943],[0.66405994 0.41203552]
[0.34999926 0.22697893],[0.75000036 0.25822889],[0.66405957 0.41174505]
[0.34999915 0.22666836],[0.75000041 0.25791832],[0.66405916 0.41143454]
[0.34999904 0.22633775],[0.75000046 0.25758771],[0.66405873 0.41110401]
[0.34999893 0.2259871 ],[0.75000052 0.25723706],[0.66405827 0.41075344]
[0.34999881 0.22561642],[0.75000058 0.25686638],[0.66405779 0.41038284]
[0.34999868 0.2252257 ],[0.75000064 0.25647566],[0.66405728 0.4099922 ]
[0.34999854 0.22481494],[0.75000071 0.2560649 ],[0.66405675 0.40958154]
[0.3499984  0.22438414],[0.75000078 0.2556341 ],[0.66405619 0.40915084]
[0.34999825 0.22393331],[0.75000085 0.25518327],[0.6640556  0.40870011]
[0.3499981  0.22346244],[0.75000093 0.2547124 ],[0.66405499 0.40822935]
[0.34999793 0.22297154],[0.75000101 0.25422149],[0.66405435 0.40773855]
[0.34999776 0.22246059],[0.75000109 0.25371055],[0.66405368 0.40722772]
[0.34999759 0.22192961],[0.75000117 0.25317956],[0.66405299 0.40669686]
[0.34999741 0.2213786 ],[0.75000126 0.25262855],[0.66405228 0.40614597]
[0.34999722 0.22080754],[0.75000135 0.25205749],[0.66405153 0.40557504]
[0.34999702 0.22021645],[0.75000145 0.2514664 ],[0.66405076 0.40498408]
[0.34999682 0.21960532],[0.75000155 0.25085527],[0.66404997 0.40437309]
[0.34999661 0.21897416],[0.75000165 0.2502241 ],[0.66404915 0.40374207]
[0.3499964  0.21832296],[0.75000175 0.2495729 ],[0.6640483  0.40309101]
[0.34999618 0.21765172],[0.75000186 0.24890166],[0.66404742 0.40241993]
[0.34999595 0.21696044],[0.75000197 0.24821038],[0.66404652 0.40172881]
[0.34999571 0.21624913],[0.75000208 0.24749907],[0.6640456  0.40101765]
[0.34999547 0.21551778],[0.7500022  0.24676772],[0.66404465 0.40028647]
[0.34999522 0.2147664 ],[0.75000232 0.24601633],[0.66404367 0.39953525]
[0.34999497 0.21399497],[0.75000245 0.2452449 ],[0.66404266 0.398764  ]
[0.34999471 0.21320351],[0.75000257 0.24445344],[0.66404163 0.39797272]
[0.34999444 0.21239201],[0.7500027  0.24364194],[0.66404058 0.3971614 ]
[0.34999417 0.21156048],[0.75000284 0.24281041],[0.6640395  0.39633005]
[0.34999389 0.21070891],[0.75000297 0.24195883],[0.66403839 0.39547867]
[0.3499936 0.2098373],[0.75000311 0.24108722],[0.66403725 0.39460726]
[0.3499933  0.20894565],[0.75000326 0.24019557],[0.66403609 0.39371581]
