1.0
 
[-1.00036669e-02 -1.99950374e+01],[ 4.95734730e-03 -1.99950879e+01],[ -0.04062502 -19.98779716]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406242 0.41395864]
[0.34999995 0.22914293],[0.75000002 0.2603929 ],[0.66406232 0.41390857]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.66406217 0.41383848]
[0.34999987 0.22898265],[0.75000006 0.26023262],[0.66406199 0.41374835]
[0.34999982 0.22887246],[0.75000009 0.26012243],[0.66406177 0.4136382 ]
[0.34999975 0.22874223],[0.75000012 0.2599922 ],[0.6640615  0.41350802]
[0.34999968 0.22859197],[0.75000016 0.25984194],[0.6640612  0.41335781]
[0.34999959 0.22842167],[0.7500002  0.25967164],[0.66406085 0.41318757]
[0.3499995  0.22823134],[0.75000025 0.2594813 ],[0.66406047 0.41299731]
[0.34999939 0.22802097],[0.7500003  0.25927093],[0.66406004 0.41278702]
[0.34999928 0.22779056],[0.75000036 0.25904053],[0.66405957 0.41255669]
[0.34999915 0.22754012],[0.75000042 0.25879009],[0.66405906 0.41230635]
[0.34999902 0.22726965],[0.75000049 0.25851962],[0.66405852 0.41203597]
[0.34999887 0.22697914],[0.75000056 0.25822911],[0.66405793 0.41174557]
[0.34999872 0.2266686 ],[0.75000063 0.25791856],[0.6640573  0.41143514]
[0.34999855 0.22633802],[0.75000072 0.25758798],[0.66405663 0.41110468]
[0.34999838 0.2259874 ],[0.7500008  0.25723737],[0.66405591 0.41075419]
[0.34999819 0.22561676],[0.7500009  0.25686672],[0.66405516 0.41038367]
[0.349998   0.22522607],[0.75000099 0.25647603],[0.66405437 0.40999313]
[0.34999779 0.22481535],[0.75000109 0.25606531],[0.66405354 0.40958256]
[0.34999758 0.2243846 ],[0.7500012  0.25563455],[0.66405266 0.40915196]
[0.34999735 0.22393381],[0.75000131 0.25518376],[0.66405175 0.40870133]
[0.34999712 0.22346298],[0.75000143 0.25471294],[0.66405079 0.40823068]
[0.34999687 0.22297212],[0.75000155 0.25422208],[0.6640498 0.40774  ]
[0.34999662 0.22246123],[0.75000168 0.25371118],[0.66404876 0.40722929]
[0.34999635 0.2219303 ],[0.75000181 0.25318025],[0.66404768 0.40669855]
[0.34999608 0.22137933],[0.75000194 0.25262928],[0.66404656 0.40614778]
[0.34999579 0.22080833],[0.75000209 0.25205828],[0.66404541 0.40557699]
[0.34999549 0.2202173 ],[0.75000223 0.25146724],[0.66404421 0.40498617]
[0.34999519 0.21960623],[0.75000238 0.25085617],[0.66404297 0.40437532]
[0.34999487 0.21897512],[0.75000254 0.25022507],[0.66404169 0.40374444]
[0.34999455 0.21832398],[0.7500027  0.24957392],[0.66404036 0.40309354]
[0.34999421 0.21765281],[0.75000287 0.24890275],[0.664039  0.4024226]
[0.34999387 0.21696159],[0.75000304 0.24821153],[0.6640376  0.40173164]
[0.34999351 0.21625035],[0.75000321 0.24750029],[0.66403616 0.40102065]
[0.34999315 0.21551907],[0.7500034 0.246769 ],[0.66403467 0.40028964]
[0.34999277 0.21476775],[0.75000358 0.24601769],[0.66403315 0.39953859]
[0.34999239 0.2139964 ],[0.75000377 0.24524633],[0.66403158 0.39876752]
[0.34999199 0.21320501],[0.75000397 0.24445494],[0.66402998 0.39797642]
[0.34999159 0.21239359],[0.75000417 0.24364352],[0.66402833 0.39716529]
[0.34999117 0.21156214],[0.75000438 0.24281206],[0.66402664 0.39633414]
[0.34999074 0.21071065],[0.75000459 0.24196057],[0.66402492 0.39548295]
[0.34999031 0.20983912],[0.7500048  0.24108904],[0.66402315 0.39461174]
[0.34998986 0.20894756],[0.75000502 0.24019748],[0.66402134 0.3937205 ]
