1.0
 
[-9.37581081e-03 -1.99953847e+01],[ 4.63508427e-03 -1.99954351e+01],[ -0.03793257 -19.98865268]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406242 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406233 0.41390857]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.6640622  0.41383847]
[0.34999988 0.22898265],[0.75000006 0.26023262],[0.66406203 0.41374834]
[0.34999983 0.22887245],[0.75000008 0.26012242],[0.66406182 0.41363818]
[0.34999977 0.22874222],[0.75000011 0.25999219],[0.66406157 0.413508  ]
[0.3499997  0.22859196],[0.75000015 0.25984192],[0.66406129 0.41335778]
[0.34999962 0.22842165],[0.75000019 0.25967162],[0.66406096 0.41318754]
[0.34999953 0.22823132],[0.75000023 0.25948129],[0.6640606  0.41299726]
[0.34999943 0.22802095],[0.75000028 0.25927091],[0.6640602  0.41278696]
[0.34999932 0.22779054],[0.75000033 0.2590405 ],[0.66405977 0.41255663]
[0.34999921 0.2275401 ],[0.75000039 0.25879006],[0.66405929 0.41230627]
[0.34999908 0.22726962],[0.75000045 0.25851958],[0.66405878 0.41203589]
[0.34999894 0.2269791 ],[0.75000052 0.25822907],[0.66405823 0.41174547]
[0.3499988  0.22666855],[0.75000059 0.25791852],[0.66405764 0.41143503]
[0.34999864 0.22633797],[0.75000067 0.25758793],[0.66405702 0.41110455]
[0.34999848 0.22598735],[0.75000075 0.25723731],[0.66405635 0.41075405]
[0.34999831 0.22561669],[0.75000084 0.25686665],[0.66405565 0.41038352]
[0.34999812 0.225226  ],[0.75000093 0.25647596],[0.66405491 0.40999296]
[0.34999793 0.22481527],[0.75000102 0.25606523],[0.66405413 0.40958237]
[0.34999773 0.22438451],[0.75000112 0.25563447],[0.66405331 0.40915175]
[0.34999752 0.22393372],[0.75000123 0.25518367],[0.66405246 0.40870111]
[0.3499973  0.22346288],[0.75000134 0.25471284],[0.66405157 0.40823043]
[0.34999707 0.22297201],[0.75000145 0.25422197],[0.66405064 0.40773973]
[0.34999683 0.22246111],[0.75000157 0.25371106],[0.66404967 0.407229  ]
[0.34999658 0.22193017],[0.75000169 0.25318012],[0.66404867 0.40669824]
[0.34999632 0.2213792 ],[0.75000182 0.25262915],[0.66404762 0.40614745]
[0.34999605 0.22080819],[0.75000195 0.25205814],[0.66404654 0.40557663]
[0.34999578 0.22021714],[0.75000209 0.25146709],[0.66404542 0.40498578]
[0.34999549 0.21960606],[0.75000223 0.25085601],[0.66404426 0.40437491]
[0.3499952  0.21897494],[0.75000237 0.25022489],[0.66404307 0.403744  ]
[0.34999489 0.21832379],[0.75000253 0.24957373],[0.66404183 0.40309307]
[0.34999458 0.2176526 ],[0.75000268 0.24890255],[0.66404056 0.40242211]
[0.34999425 0.21696138],[0.75000284 0.24821132],[0.66403925 0.40173112]
[0.34999392 0.21625012],[0.75000301 0.24750006],[0.66403791 0.4010201 ]
[0.34999358 0.21551883],[0.75000317 0.24676877],[0.66403652 0.40028905]
[0.34999323 0.2147675 ],[0.75000335 0.24601743],[0.6640351  0.39953797]
[0.34999286 0.21399614],[0.75000353 0.24524607],[0.66403364 0.39876687]
[0.34999249 0.21320474],[0.75000371 0.24445467],[0.66403214 0.39797573]
[0.34999211 0.2123933 ],[0.7500039  0.24364323],[0.6640306  0.39716457]
[0.34999173 0.21156183],[0.75000409 0.24281176],[0.66402902 0.39633338]
[0.34999133 0.21071032],[0.75000429 0.24196025],[0.66402741 0.39548216]
[0.34999092 0.20983878],[0.75000449 0.2410887 ],[0.66402576 0.39461091]
[0.3499905 0.2089472],[0.7500047  0.24019712],[0.66402407 0.39371963]
