1.0
 
[-9.50138306e-03 -1.99953152e+01],[ 4.69954593e-03 -1.99953656e+01],[ -0.03847109 -19.98848157]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406242 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406233 0.41390857]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.66406219 0.41383847]
[0.34999988 0.22898265],[0.75000006 0.26023262],[0.66406202 0.41374834]
[0.34999983 0.22887245],[0.75000008 0.26012242],[0.66406181 0.41363819]
[0.34999977 0.22874222],[0.75000012 0.25999219],[0.66406156 0.413508  ]
[0.3499997  0.22859196],[0.75000015 0.25984193],[0.66406127 0.41335779]
[0.34999961 0.22842166],[0.75000019 0.25967163],[0.66406094 0.41318754]
[0.34999952 0.22823132],[0.75000024 0.25948129],[0.66406058 0.41299727]
[0.34999942 0.22802095],[0.75000028 0.25927092],[0.66406017 0.41278697]
[0.34999932 0.22779054],[0.75000034 0.25904051],[0.66405973 0.41255665]
[0.3499992 0.2275401],[0.7500004  0.25879007],[0.66405925 0.41230629]
[0.34999907 0.22726962],[0.75000046 0.25851959],[0.66405873 0.4120359 ]
[0.34999893 0.22697911],[0.75000053 0.25822907],[0.66405817 0.41174549]
[0.34999878 0.22666856],[0.7500006  0.25791853],[0.66405757 0.41143505]
[0.34999863 0.22633798],[0.75000068 0.25758794],[0.66405694 0.41110458]
[0.34999846 0.22598736],[0.75000076 0.25723732],[0.66405626 0.41075408]
[0.34999828 0.22561671],[0.75000085 0.25686667],[0.66405555 0.41038355]
[0.3499981  0.22522602],[0.75000094 0.25647598],[0.6640548  0.40999299]
[0.3499979  0.22481529],[0.75000104 0.25606525],[0.66405401 0.40958241]
[0.3499977  0.22438453],[0.75000114 0.25563449],[0.66405318 0.40915179]
[0.34999749 0.22393373],[0.75000124 0.25518369],[0.66405232 0.40870115]
[0.34999726 0.2234629 ],[0.75000135 0.25471286],[0.66405141 0.40823048]
[0.34999703 0.22297204],[0.75000147 0.25422199],[0.66405047 0.40773978]
[0.34999679 0.22246113],[0.75000159 0.25371109],[0.66404949 0.40722905]
[0.34999653 0.2219302 ],[0.75000171 0.25318015],[0.66404847 0.4066983 ]
[0.34999627 0.22137922],[0.75000184 0.25262917],[0.66404741 0.40614751]
[0.349996   0.22080822],[0.75000198 0.25205816],[0.66404631 0.4055767 ]
[0.34999572 0.22021717],[0.75000212 0.25146712],[0.66404518 0.40498586]
[0.34999543 0.21960609],[0.75000226 0.25085604],[0.664044   0.40437499]
[0.34999513 0.21897498],[0.75000241 0.25022492],[0.66404279 0.40374409]
[0.34999482 0.21832383],[0.75000256 0.24957377],[0.66404154 0.40309316]
[0.3499945  0.21765264],[0.75000272 0.24890259],[0.66404025 0.40242221]
[0.34999418 0.21696142],[0.75000288 0.24821136],[0.66403892 0.40173122]
[0.34999384 0.21625017],[0.75000305 0.24750011],[0.66403756 0.40102021]
[0.34999349 0.21551888],[0.75000322 0.24676881],[0.66403615 0.40028917]
[0.34999314 0.21476755],[0.7500034  0.24601748],[0.66403471 0.3995381 ]
[0.34999277 0.21399619],[0.75000358 0.24524612],[0.66403323 0.398767  ]
[0.34999239 0.21320479],[0.75000376 0.24445472],[0.6640317  0.39797587]
[0.34999201 0.21239336],[0.75000395 0.24364329],[0.66403015 0.39716472]
[0.34999161 0.21156189],[0.75000415 0.24281182],[0.66402855 0.39633353]
[0.34999121 0.21071039],[0.75000435 0.24196031],[0.66402691 0.39548232]
[0.3499908  0.20983885],[0.75000455 0.24108877],[0.66402524 0.39461108]
[0.34999037 0.20894727],[0.75000476 0.24019719],[0.66402352 0.39371981]
