1.0
 
[-5.98512129e-03 -1.99972600e+01],[ 2.89504610e-03 -1.99973098e+01],[ -0.02338989 -19.99327322]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919302],[0.75000001 0.26044299],[0.66406245 0.41395863]
[0.34999997 0.22914292],[0.75000001 0.26039289],[0.66406239 0.41390855]
[0.34999995 0.22907279],[0.75000002 0.26032276],[0.66406231 0.41383843]
[0.34999993 0.22898262],[0.75000004 0.26023259],[0.66406221 0.41374828]
[0.34999989 0.22887242],[0.75000005 0.26012239],[0.66406208 0.4136381 ]
[0.34999985 0.22874218],[0.75000007 0.25999214],[0.66406193 0.41350788]
[0.34999981 0.2285919 ],[0.75000009 0.25984186],[0.66406175 0.41335763]
[0.34999976 0.22842158],[0.75000012 0.25967155],[0.66406155 0.41318735]
[0.3499997  0.22823122],[0.75000014 0.25948119],[0.66406133 0.41299703]
[0.34999964 0.22802083],[0.75000018 0.2592708 ],[0.66406109 0.41278668]
[0.34999957 0.2277904 ],[0.75000021 0.25904037],[0.66406082 0.4125563 ]
[0.34999949 0.22753994],[0.75000024 0.2587899 ],[0.66406052 0.41230588]
[0.34999941 0.22726943],[0.75000028 0.2585194 ],[0.66406021 0.41203543]
[0.34999933 0.22697889],[0.75000033 0.25822886],[0.66405987 0.41174495]
[0.34999923 0.22666831],[0.75000037 0.25791828],[0.66405951 0.41143443]
[0.34999914 0.2263377 ],[0.75000042 0.25758766],[0.66405912 0.41110388]
[0.34999903 0.22598704],[0.75000047 0.25723701],[0.66405871 0.4107533 ]
[0.34999892 0.22561635],[0.75000052 0.25686631],[0.66405828 0.41038268]
[0.3499988  0.22522563],[0.75000058 0.25647559],[0.66405782 0.40999203]
[0.34999868 0.22481486],[0.75000064 0.25606482],[0.66405734 0.40958135]
[0.34999855 0.22438406],[0.7500007  0.25563402],[0.66405684 0.40915063]
[0.34999842 0.22393322],[0.75000077 0.25518318],[0.66405632 0.40869988]
[0.34999828 0.22346234],[0.75000083 0.2547123 ],[0.66405577 0.4082291 ]
[0.34999813 0.22297143],[0.7500009  0.25422138],[0.66405519 0.40773828]
[0.34999798 0.22246048],[0.75000098 0.25371043],[0.6640546  0.40722743]
[0.34999782 0.22192949],[0.75000106 0.25317944],[0.66405398 0.40669655]
[0.34999765 0.22137846],[0.75000113 0.25262841],[0.66405333 0.40614563]
[0.34999748 0.2208074 ],[0.75000122 0.25205735],[0.66405267 0.40557468]
[0.34999731 0.2202163 ],[0.7500013  0.25146624],[0.66405198 0.4049837 ]
[0.34999712 0.21960516],[0.75000139 0.2508551 ],[0.66405126 0.40437268]
[0.34999694 0.21897398],[0.75000148 0.25022393],[0.66405053 0.40374163]
[0.34999674 0.21832277],[0.75000158 0.24957271],[0.66404977 0.40309055]
[0.34999654 0.21765152],[0.75000167 0.24890146],[0.66404898 0.40241943]
[0.34999633 0.21696023],[0.75000177 0.24821017],[0.66404818 0.40172828]
[0.34999612 0.21624891],[0.75000188 0.24749884],[0.66404735 0.4010171 ]
[0.3499959  0.21551754],[0.75000198 0.24676748],[0.66404649 0.40028588]
[0.34999568 0.21476614],[0.75000209 0.24601608],[0.66404562 0.39953463]
[0.34999545 0.21399471],[0.7500022  0.24524464],[0.66404472 0.39876335]
[0.34999521 0.21320323],[0.75000232 0.24445316],[0.66404379 0.39797203]
[0.34999497 0.21239172],[0.75000243 0.24364165],[0.66404285 0.39716068]
[0.34999472 0.21156017],[0.75000255 0.2428101 ],[0.66404188 0.3963293 ]
[0.34999447 0.21070859],[0.75000268 0.24195851],[0.66404088 0.39547788]
[0.34999421 0.20983696],[0.7500028  0.24108688],[0.66403987 0.39460643]
[0.34999394 0.2089453 ],[0.75000293 0.24019522],[0.66403882 0.39371495]
