1.0
 
[-7.74327639e-03 -1.99962876e+01],[ 3.79733934e-03 -1.99963377e+01],[ -0.03093127 -19.99087724]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398868]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406244 0.41395864]
[0.34999997 0.22914293],[0.75000002 0.2603929 ],[0.66406236 0.41390856]
[0.34999994 0.2290728 ],[0.75000003 0.26032277],[0.66406225 0.41383845]
[0.3499999  0.22898264],[0.75000005 0.26023261],[0.66406211 0.41374831]
[0.34999986 0.22887244],[0.75000007 0.2601224 ],[0.66406194 0.41363814]
[0.34999981 0.2287422 ],[0.75000009 0.25999217],[0.66406174 0.41350794]
[0.34999975 0.22859193],[0.75000012 0.2598419 ],[0.66406151 0.41335771]
[0.34999969 0.22842162],[0.75000015 0.25967159],[0.66406125 0.41318745]
[0.34999961 0.22823127],[0.75000019 0.25948124],[0.66406095 0.41299715]
[0.34999953 0.22802089],[0.75000023 0.25927086],[0.66406063 0.41278683]
[0.34999944 0.22779047],[0.75000027 0.25904044],[0.66406027 0.41255647]
[0.34999935 0.22754002],[0.75000032 0.25878998],[0.66405989 0.41230609]
[0.34999924 0.22726953],[0.75000037 0.25851949],[0.66405947 0.41203567]
[0.34999913 0.226979  ],[0.75000043 0.25822897],[0.66405902 0.41174522]
[0.34999901 0.22666844],[0.75000049 0.2579184 ],[0.66405854 0.41143474]
[0.34999888 0.22633784],[0.75000055 0.2575878 ],[0.66405803 0.41110423]
[0.34999875 0.2259872 ],[0.75000062 0.25723716],[0.66405749 0.41075369]
[0.3499986  0.22561653],[0.75000069 0.25686649],[0.66405692 0.41038312]
[0.34999845 0.22522582],[0.75000076 0.25647578],[0.66405631 0.40999251]
[0.34999829 0.22481508],[0.75000084 0.25606503],[0.66405568 0.40958188]
[0.34999813 0.22438429],[0.75000092 0.25563425],[0.66405501 0.40915121]
[0.34999795 0.22393348],[0.750001   0.25518343],[0.66405432 0.40870052]
[0.34999777 0.22346262],[0.75000109 0.25471258],[0.66405359 0.40822979]
[0.34999758 0.22297173],[0.75000119 0.25422169],[0.66405283 0.40773903]
[0.34999738 0.2224608 ],[0.75000128 0.25371076],[0.66405204 0.40722824]
[0.34999718 0.22192984],[0.75000138 0.25317979],[0.66405122 0.40669742]
[0.34999696 0.22137884],[0.75000149 0.25262879],[0.66405037 0.40614657]
[0.34999674 0.22080781],[0.7500016  0.25205775],[0.66404949 0.40557569]
[0.34999651 0.22021673],[0.75000171 0.25146668],[0.66404858 0.40498478]
[0.34999628 0.21960563],[0.75000183 0.25085557],[0.66404763 0.40437384]
[0.34999603 0.21897448],[0.75000194 0.25022442],[0.66404666 0.40374286]
[0.34999578 0.2183233 ],[0.75000207 0.24957324],[0.66404565 0.40309186]
[0.34999552 0.21765208],[0.7500022  0.24890202],[0.66404462 0.40242082]
[0.34999526 0.21696083],[0.75000233 0.24821077],[0.66404355 0.40172975]
[0.34999498 0.21624954],[0.75000246 0.24749947],[0.66404245 0.40101865]
[0.3499947  0.21551821],[0.7500026  0.24676815],[0.66404132 0.40028752]
[0.34999441 0.21476685],[0.75000274 0.24601678],[0.66404016 0.39953636]
[0.34999411 0.21399545],[0.75000289 0.24524538],[0.66403897 0.39876517]
[0.3499938  0.21320401],[0.75000304 0.24445394],[0.66403775 0.39797395]
[0.34999349 0.21239254],[0.75000319 0.24364247],[0.6640365 0.3971627]
[0.34999317 0.21156103],[0.75000335 0.24281096],[0.66403521 0.39633141]
[0.34999284 0.21070949],[0.75000351 0.24195941],[0.6640339 0.3954801]
[0.3499925  0.20983791],[0.75000368 0.24108783],[0.66403255 0.39460875]
[0.34999216 0.20894629],[0.75000385 0.24019621],[0.66403117 0.39371738]
