1.0
 
[-1.58924979e-03 -1.99996912e+01],[ 6.38926195e-04 -1.99997404e+01],[-4.52924202e-03 -1.99992648e+01]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.6640625  0.41398868]
[0.35       0.22919301],[0.75       0.26044298],[0.66406249 0.41395862]
[0.34999999 0.22914291],[0.75       0.26039288],[0.66406248 0.41390852]
[0.34999999 0.22907277],[0.75000001 0.26032274],[0.66406246 0.41383839]
[0.34999998 0.22898259],[0.75000001 0.26023256],[0.66406244 0.41374821]
[0.34999997 0.22887237],[0.75000001 0.26012234],[0.66406242 0.41363799]
[0.34999996 0.22874212],[0.75000002 0.25999208],[0.66406239 0.41350774]
[0.34999995 0.22859182],[0.75000002 0.25984179],[0.66406236 0.41335744]
[0.34999994 0.22842148],[0.75000003 0.25967145],[0.66406232 0.41318711]
[0.34999992 0.2282311 ],[0.75000003 0.25948107],[0.66406228 0.41299673]
[0.3499999  0.22802068],[0.75000004 0.25927065],[0.66406223 0.41278632]
[0.34999989 0.22779023],[0.75000005 0.25904019],[0.66406218 0.41255587]
[0.34999987 0.22753973],[0.75000005 0.2587897 ],[0.66406212 0.41230538]
[0.34999985 0.22726919],[0.75000006 0.25851916],[0.66406206 0.41203484]
[0.34999982 0.22697862],[0.75000007 0.25822858],[0.664062   0.41174427]
[0.3499998 0.226668 ],[0.75000008 0.25791796],[0.66406193 0.41143366]
[0.34999977 0.22633735],[0.75000009 0.25758731],[0.66406185 0.41110302]
[0.34999974 0.22598665],[0.7500001  0.25723661],[0.66406177 0.41075233]
[0.34999971 0.22561591],[0.75000011 0.25686587],[0.66406169 0.4103816 ]
[0.34999968 0.22522514],[0.75000013 0.2564751 ],[0.6640616  0.40999083]
[0.34999965 0.22481432],[0.75000014 0.25606428],[0.66406151 0.40958003]
[0.34999962 0.22438347],[0.75000015 0.25563343],[0.66406141 0.40914918]
[0.34999958 0.22393257],[0.75000017 0.25518253],[0.66406131 0.40869829]
[0.34999955 0.22346164],[0.75000018 0.2547116 ],[0.66406121 0.40822737]
[0.34999951 0.22297067],[0.7500002  0.25422062],[0.6640611  0.40773641]
[0.34999947 0.22245965],[0.75000021 0.25370961],[0.66406098 0.4072254 ]
[0.34999942 0.2219286 ],[0.75000023 0.25317855],[0.66406087 0.40669436]
[0.34999938 0.22137751],[0.75000025 0.25262746],[0.66406074 0.40614328]
[0.34999934 0.22080637],[0.75000027 0.25205632],[0.66406061 0.40557216]
[0.34999929 0.2202152 ],[0.75000029 0.25146515],[0.66406048 0.404981  ]
[0.34999924 0.21960399],[0.7500003  0.25085393],[0.66406035 0.4043698 ]
[0.34999919 0.21897273],[0.75000032 0.25022268],[0.6640602  0.40373856]
[0.34999914 0.21832144],[0.75000035 0.24957139],[0.66406006 0.40308728]
[0.34999909 0.21765011],[0.75000037 0.24890005],[0.66405991 0.40241596]
[0.34999903 0.21695874],[0.75000039 0.24820868],[0.66405975 0.4017246 ]
[0.34999898 0.21624733],[0.75000041 0.24749727],[0.66405959 0.40101321]
[0.34999892 0.21551588],[0.75000043 0.24676581],[0.66405943 0.40028177]
[0.34999886 0.21476439],[0.75000046 0.24601432],[0.66405926 0.3995303 ]
[0.3499988  0.21399285],[0.75000048 0.24524279],[0.66405909 0.39875878]
[0.34999874 0.21320128],[0.75000051 0.24445121],[0.66405891 0.39796723]
[0.34999867 0.21238967],[0.75000053 0.2436396 ],[0.66405873 0.39715563]
[0.34999861 0.21155802],[0.75000056 0.24280795],[0.66405854 0.396324  ]
[0.34999854 0.21070633],[0.75000059 0.24195626],[0.66405835 0.39547233]
[0.34999847 0.2098346 ],[0.75000061 0.24108453],[0.66405816 0.39460062]
[0.3499984  0.20894284],[0.75000064 0.24019276],[0.66405796 0.39370887]
