1.0
 
[-1.18872310e-02 -1.99939956e+01],[ 5.92387008e-03 -1.99940464e+01],[ -0.04870104 -19.98523081]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.6640624  0.41395865]
[0.34999995 0.22914294],[0.75000003 0.26039291],[0.66406228 0.41390859]
[0.3499999  0.22907282],[0.75000005 0.26032279],[0.66406211 0.4138385 ]
[0.34999985 0.22898266],[0.75000007 0.26023263],[0.66406189 0.41374838]
[0.34999979 0.22887248],[0.75000011 0.26012245],[0.66406162 0.41363824]
[0.34999971 0.22874226],[0.75000015 0.25999222],[0.66406131 0.41350808]
[0.34999962 0.228592  ],[0.75000019 0.25984197],[0.66406094 0.41335789]
[0.34999952 0.22842171],[0.75000024 0.25967168],[0.66406053 0.41318768]
[0.34999941 0.22823139],[0.7500003  0.25948135],[0.66406006 0.41299744]
[0.34999928 0.22802103],[0.75000036 0.259271  ],[0.66405955 0.41278717]
[0.34999914 0.22779064],[0.75000043 0.2590406 ],[0.66405899 0.41255688]
[0.34999899 0.22754021],[0.7500005  0.25879018],[0.66405838 0.41230656]
[0.34999883 0.22726975],[0.75000058 0.25851972],[0.66405772 0.41203622]
[0.34999866 0.22697926],[0.75000067 0.25822922],[0.66405702 0.41174586]
[0.34999848 0.22666873],[0.75000076 0.2579187 ],[0.66405626 0.41143546]
[0.34999828 0.22633817],[0.75000086 0.25758813],[0.66405546 0.41110505]
[0.34999807 0.22598757],[0.75000096 0.25723754],[0.6640546 0.4107546]
[0.34999785 0.22561694],[0.75000107 0.2568669 ],[0.6640537  0.41038414]
[0.34999762 0.22522628],[0.75000119 0.25647624],[0.66405275 0.40999364]
[0.34999738 0.22481558],[0.75000131 0.25606554],[0.66405175 0.40958313]
[0.34999712 0.22438485],[0.75000143 0.25563481],[0.6640507  0.40915258]
[0.34999685 0.22393408],[0.75000157 0.25518404],[0.66404961 0.40870201]
[0.34999657 0.22346328],[0.75000171 0.25471324],[0.66404846 0.40823142]
[0.34999628 0.22297245],[0.75000185 0.2542224 ],[0.66404727 0.4077408 ]
[0.34999598 0.22246158],[0.750002   0.25371153],[0.66404602 0.40723016]
[0.34999566 0.22193068],[0.75000216 0.25318063],[0.66404473 0.40669949]
[0.34999534 0.22137974],[0.75000232 0.25262969],[0.66404339 0.40614879]
[0.349995   0.22080877],[0.75000249 0.25205872],[0.664042   0.40557807]
[0.34999465 0.22021777],[0.75000267 0.25146771],[0.66404056 0.40498732]
[0.34999428 0.21960673],[0.75000285 0.25085667],[0.66403908 0.40437655]
[0.34999391 0.21897566],[0.75000304 0.2502256 ],[0.66403754 0.40374576]
[0.34999352 0.21832455],[0.75000323 0.24957449],[0.66403596 0.40309494]
[0.34999312 0.21765341],[0.75000343 0.24890335],[0.66403433 0.40242409]
[0.34999271 0.21696223],[0.75000363 0.24821217],[0.66403264 0.40173322]
[0.34999229 0.21625103],[0.75000384 0.24750096],[0.66403091 0.40102232]
[0.34999186 0.21551978],[0.75000406 0.24676972],[0.66402913 0.4002914 ]
[0.34999141 0.21476851],[0.75000428 0.24601844],[0.66402731 0.39954045]
[0.34999095 0.21399719],[0.75000451 0.24524713],[0.66402543 0.39876948]
[0.34999048 0.21320585],[0.75000474 0.24445578],[0.6640235  0.39797848]
[0.34999    0.21239447],[0.75000498 0.2436444 ],[0.66402153 0.39716745]
[0.34998951 0.21156306],[0.75000523 0.24281298],[0.66401951 0.3963364 ]
[0.349989   0.21071161],[0.75000548 0.24196153],[0.66401744 0.39548533]
[0.34998848 0.20984013],[0.75000574 0.24109005],[0.66401532 0.39461423]
[0.34998795 0.20894861],[0.750006   0.24019853],[0.66401315 0.39372311]
