1.0
 
[-9.62695412e-03 -1.99952458e+01],[ 4.76400328e-03 -1.99952962e+01],[ -0.03900958 -19.98831047]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406242 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406232 0.41390857]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.66406219 0.41383847]
[0.34999988 0.22898265],[0.75000006 0.26023262],[0.66406201 0.41374835]
[0.34999983 0.22887245],[0.75000009 0.26012242],[0.6640618  0.41363819]
[0.34999976 0.22874223],[0.75000012 0.25999219],[0.66406154 0.41350801]
[0.34999969 0.22859196],[0.75000015 0.25984193],[0.66406125 0.41335779]
[0.34999961 0.22842166],[0.75000019 0.25967163],[0.66406092 0.41318755]
[0.34999952 0.22823132],[0.75000024 0.25948129],[0.66406055 0.41299728]
[0.34999942 0.22802095],[0.75000029 0.25927092],[0.66406014 0.41278698]
[0.34999931 0.22779055],[0.75000034 0.25904051],[0.66405969 0.41255666]
[0.34999919 0.22754011],[0.7500004  0.25879007],[0.6640592 0.4123063]
[0.34999906 0.22726963],[0.75000047 0.2585196 ],[0.66405867 0.41203592]
[0.34999892 0.22697912],[0.75000054 0.25822908],[0.66405811 0.41174551]
[0.34999877 0.22666857],[0.75000061 0.25791853],[0.6640575  0.41143507]
[0.34999861 0.22633799],[0.75000069 0.25758795],[0.66405686 0.4111046 ]
[0.34999844 0.22598737],[0.75000077 0.25723733],[0.66405618 0.4107541 ]
[0.34999826 0.22561672],[0.75000086 0.25686668],[0.66405545 0.41038358]
[0.34999807 0.22522603],[0.75000095 0.25647599],[0.66405469 0.40999303]
[0.34999788 0.22481531],[0.75000105 0.25606526],[0.66405389 0.40958245]
[0.34999767 0.22438455],[0.75000115 0.2556345 ],[0.66405305 0.40915184]
[0.34999745 0.22393375],[0.75000126 0.25518371],[0.66405218 0.4087012 ]
[0.34999723 0.22346292],[0.75000137 0.25471288],[0.66405126 0.40823053]
[0.34999699 0.22297206],[0.75000149 0.25422201],[0.6640503  0.40773984]
[0.34999674 0.22246116],[0.75000161 0.25371111],[0.66404931 0.40722911]
[0.34999649 0.22193022],[0.75000174 0.25318017],[0.66404827 0.40669836]
[0.34999622 0.22137925],[0.75000187 0.2526292 ],[0.6640472  0.40614758]
[0.34999595 0.22080824],[0.750002   0.25205819],[0.66404609 0.40557677]
[0.34999566 0.2202172 ],[0.75000215 0.25146715],[0.66404493 0.40498594]
[0.34999537 0.21960613],[0.75000229 0.25085607],[0.66404374 0.40437507]
[0.34999507 0.21897501],[0.75000244 0.25022496],[0.66404251 0.40374418]
[0.34999475 0.21832387],[0.7500026  0.24957381],[0.66404125 0.40309326]
[0.34999443 0.21765268],[0.75000276 0.24890263],[0.66403994 0.40242231]
[0.3499941  0.21696147],[0.75000292 0.24821141],[0.66403859 0.40173133]
[0.34999376 0.21625021],[0.75000309 0.24750015],[0.66403721 0.40102032]
[0.34999341 0.21551892],[0.75000326 0.24676886],[0.66403578 0.40028928]
[0.34999304 0.2147676 ],[0.75000344 0.24601753],[0.66403432 0.39953822]
[0.34999267 0.21399624],[0.75000363 0.24524617],[0.66403281 0.39876713]
[0.34999229 0.21320485],[0.75000381 0.24445478],[0.66403127 0.39797601]
[0.3499919  0.21239342],[0.75000401 0.24364335],[0.66402969 0.39716486]
[0.3499915  0.21156195],[0.7500042  0.24281188],[0.66402807 0.39633368]
[0.34999109 0.21071045],[0.75000441 0.24196038],[0.66402641 0.39548248]
[0.34999067 0.20983892],[0.75000461 0.24108884],[0.66402472 0.39461124]
[0.34999025 0.20894735],[0.75000483 0.24019726],[0.66402298 0.39371998]
