1.0
 
[-1.03804114e-02 -1.99948291e+01],[ 5.15060350e-03 -1.99948796e+01],[ -0.04224035 -19.98728386]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406242 0.41395865]
[0.34999995 0.22914293],[0.75000002 0.2603929 ],[0.66406231 0.41390858]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.66406216 0.41383848]
[0.34999987 0.22898265],[0.75000006 0.26023262],[0.66406197 0.41374836]
[0.34999981 0.22887246],[0.75000009 0.26012243],[0.66406174 0.41363821]
[0.34999975 0.22874224],[0.75000013 0.2599922 ],[0.66406146 0.41350803]
[0.34999967 0.22859197],[0.75000016 0.25984194],[0.66406115 0.41335783]
[0.34999958 0.22842168],[0.75000021 0.25967165],[0.66406079 0.41318759]
[0.34999948 0.22823135],[0.75000026 0.25948131],[0.66406039 0.41299733]
[0.34999937 0.22802098],[0.75000031 0.25927095],[0.66405994 0.41278705]
[0.34999925 0.22779058],[0.75000037 0.25904054],[0.66405946 0.41255673]
[0.34999912 0.22754014],[0.75000044 0.25879011],[0.66405893 0.41230639]
[0.34999898 0.22726967],[0.75000051 0.25851964],[0.66405836 0.41203602]
[0.34999883 0.22697917],[0.75000058 0.25822913],[0.66405774 0.41174562]
[0.34999867 0.22666862],[0.75000066 0.25791859],[0.66405709 0.4114352 ]
[0.3499985  0.22633805],[0.75000074 0.25758801],[0.66405639 0.41110475]
[0.34999832 0.22598744],[0.75000084 0.2572374 ],[0.66405565 0.41075427]
[0.34999812 0.22561679],[0.75000093 0.25686675],[0.66405487 0.41038377]
[0.34999792 0.22522611],[0.75000103 0.25647607],[0.66405405 0.40999323]
[0.34999771 0.2248154 ],[0.75000114 0.25606536],[0.66405318 0.40958267]
[0.34999749 0.22438465],[0.75000125 0.25563461],[0.66405227 0.40915208]
[0.34999725 0.22393386],[0.75000136 0.25518382],[0.66405132 0.40870147]
[0.34999701 0.22346304],[0.75000148 0.254713  ],[0.66405033 0.40823083]
[0.34999675 0.22297219],[0.75000161 0.25422214],[0.66404929 0.40774016]
[0.34999649 0.2224613 ],[0.75000174 0.25371125],[0.66404821 0.40722946]
[0.34999621 0.22193037],[0.75000188 0.25318033],[0.66404709 0.40669874]
[0.34999593 0.22137941],[0.75000202 0.25262936],[0.66404593 0.40614798]
[0.34999563 0.22080842],[0.75000217 0.25205837],[0.66404473 0.40557721]
[0.34999533 0.22021739],[0.75000232 0.25146734],[0.66404348 0.4049864 ]
[0.34999501 0.21960633],[0.75000248 0.25085627],[0.66404219 0.40437557]
[0.34999468 0.21897523],[0.75000264 0.25022517],[0.66404086 0.4037447 ]
[0.34999434 0.21832409],[0.75000281 0.24957404],[0.66403948 0.40309382]
[0.349994   0.21765293],[0.75000298 0.24890287],[0.66403807 0.4024229 ]
[0.34999364 0.21696172],[0.75000316 0.24821166],[0.66403661 0.40173196]
[0.34999327 0.21625048],[0.75000334 0.24750042],[0.66403511 0.40102099]
[0.34999289 0.21551921],[0.75000353 0.24676915],[0.66403357 0.40028999]
[0.3499925 0.2147679],[0.75000372 0.24601784],[0.66403198 0.39953896]
[0.3499921  0.21399656],[0.75000392 0.24524649],[0.66403035 0.39876791]
[0.34999169 0.21320518],[0.75000412 0.24445511],[0.66402868 0.39797683]
[0.34999127 0.21239377],[0.75000433 0.2436437 ],[0.66402697 0.39716572]
[0.34999084 0.21156232],[0.75000455 0.24281225],[0.66402522 0.39633459]
[0.3499904  0.21071084],[0.75000477 0.24196076],[0.66402342 0.39548343]
[0.34998994 0.20983932],[0.75000499 0.24108924],[0.66402158 0.39461224]
[0.34998948 0.20894777],[0.75000522 0.24019769],[0.6640197  0.39372102]
