1.0
 
[-3.09644064e-03 -1.99988576e+01],[ 1.41265498e-03 -1.99989069e+01],[-1.09968934e-02 -1.99972102e+01]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919301],[0.75       0.26044298],[0.66406248 0.41395863]
[0.34999999 0.22914291],[0.75000001 0.26039288],[0.66406245 0.41390853]
[0.34999998 0.22907278],[0.75000001 0.26032275],[0.66406241 0.4138384 ]
[0.34999996 0.2289826 ],[0.75000002 0.26023257],[0.66406236 0.41374823]
[0.34999994 0.22887239],[0.75000003 0.26012236],[0.6640623  0.41363803]
[0.34999992 0.22874214],[0.75000003 0.25999211],[0.66406223 0.41350779]
[0.3499999  0.22859184],[0.75000005 0.25984181],[0.66406215 0.41335751]
[0.34999987 0.22842151],[0.75000006 0.25967148],[0.66406206 0.41318719]
[0.34999985 0.22823114],[0.75000007 0.25948111],[0.66406195 0.41299684]
[0.34999981 0.22802074],[0.75000009 0.2592707 ],[0.66406184 0.41278644]
[0.34999978 0.22779029],[0.7500001  0.25904025],[0.66406171 0.41255602]
[0.34999974 0.2275398 ],[0.75000012 0.25878977],[0.66406157 0.41230555]
[0.3499997  0.22726928],[0.75000014 0.25851924],[0.66406143 0.41203505]
[0.34999965 0.22697871],[0.75000016 0.25822868],[0.66406127 0.41174451]
[0.3499996  0.22666811],[0.75000018 0.25791807],[0.6640611  0.41143393]
[0.34999955 0.22633747],[0.7500002  0.25758743],[0.66406092 0.41110331]
[0.3499995  0.22598678],[0.75000023 0.25723675],[0.66406072 0.41075266]
[0.34999944 0.22561606],[0.75000025 0.25686603],[0.66406052 0.41038197]
[0.34999938 0.22522531],[0.75000028 0.25647527],[0.66406031 0.40999124]
[0.34999932 0.22481451],[0.75000031 0.25606447],[0.66406008 0.40958048]
[0.34999925 0.22438367],[0.75000034 0.25563363],[0.66405985 0.40914968]
[0.34999918 0.2239328 ],[0.75000037 0.25518275],[0.6640596  0.40869884]
[0.34999911 0.22346188],[0.75000041 0.25471184],[0.66405934 0.40822796]
[0.34999903 0.22297093],[0.75000044 0.25422088],[0.66405907 0.40773705]
[0.34999896 0.22245993],[0.75000048 0.25370989],[0.66405879 0.4072261 ]
[0.34999887 0.2219289 ],[0.75000051 0.25317885],[0.6640585  0.40669511]
[0.34999879 0.22137783],[0.75000055 0.25262778],[0.6640582  0.40614409]
[0.3499987  0.22080672],[0.75000059 0.25205667],[0.66405789 0.40557302]
[0.34999861 0.22021557],[0.75000063 0.25146552],[0.66405757 0.40498192]
[0.34999852 0.21960439],[0.75000068 0.25085433],[0.66405723 0.40437079]
[0.34999842 0.21897316],[0.75000072 0.25022311],[0.66405689 0.40373961]
[0.34999832 0.2183219 ],[0.75000077 0.24957184],[0.66405653 0.4030884 ]
[0.34999821 0.21765059],[0.75000081 0.24890053],[0.66405616 0.40241715]
[0.34999811 0.21695925],[0.75000086 0.24820919],[0.66405578 0.40172586]
[0.349998   0.21624787],[0.75000091 0.24749781],[0.66405539 0.40101454]
[0.34999788 0.21551645],[0.75000096 0.24676638],[0.66405499 0.40028318]
[0.34999777 0.21476499],[0.75000102 0.24601492],[0.66405458 0.39953178]
[0.34999765 0.21399349],[0.75000107 0.24524342],[0.66405416 0.39876035]
[0.34999753 0.21320195],[0.75000113 0.24445188],[0.66405373 0.39796887]
[0.3499974  0.21239038],[0.75000118 0.2436403 ],[0.66405328 0.39715736]
[0.34999727 0.21155876],[0.75000124 0.24280869],[0.66405283 0.39632582]
[0.34999714 0.21070711],[0.7500013  0.24195703],[0.66405236 0.39547423]
[0.34999701 0.20983541],[0.75000136 0.24108534],[0.66405189 0.39460261]
[0.34999687 0.20894368],[0.75000143 0.2401936 ],[0.6640514  0.39371095]
