[0.35       0.22923309],[0.75       0.26048306],[0.4140625 0.71478  ]
[0.35       0.22922819],[0.75       0.26047816],[0.4140625 0.7147751]
[0.35       0.22921349],[0.75       0.26046346],[0.4140625 0.7147604]
[0.35       0.22918899],[0.75       0.26043896],[0.4140625 0.7147359]
[0.35       0.22915469],[0.75       0.26040466],[0.4140625 0.7147016]
[0.35       0.22911059],[0.75       0.26036056],[0.4140625 0.7146575]
[0.35       0.22905669],[0.75       0.26030666],[0.4140625 0.7146036]
[0.35       0.22899299],[0.75       0.26024296],[0.4140625 0.7145399]
[0.35       0.22891949],[0.75       0.26016946],[0.4140625 0.7144664]
[0.35       0.22883619],[0.75       0.26008616],[0.4140625 0.7143831]
[0.35       0.22874309],[0.75       0.25999306],[0.4140625 0.71429  ]
[0.35       0.22864019],[0.75       0.25989016],[0.4140625 0.7141871]
[0.35       0.22852749],[0.75       0.25977746],[0.4140625 0.7140744]
[0.35       0.22840499],[0.75       0.25965496],[0.4140625 0.7139519]
[0.35       0.22827269],[0.75       0.25952266],[0.4140625 0.7138196]
[0.35       0.22813059],[0.75       0.25938056],[0.4140625 0.7136775]
[0.35       0.22797869],[0.75       0.25922866],[0.4140625 0.7135256]
[0.35       0.22781699],[0.75       0.25906696],[0.4140625 0.7133639]
[0.35       0.22764549],[0.75       0.25889546],[0.4140625 0.7131924]
[0.35       0.22746419],[0.75       0.25871416],[0.4140625 0.7130111]
[0.35       0.22727309],[0.75       0.25852306],[0.4140625 0.71282  ]
[0.35       0.22707219],[0.75       0.25832216],[0.4140625 0.7126191]
[0.35       0.22686149],[0.75       0.25811146],[0.4140625 0.7124084]
[0.35       0.22664099],[0.75       0.25789096],[0.4140625 0.7121879]
[0.35       0.22641069],[0.75       0.25766066],[0.4140625 0.7119576]
[0.35       0.22617059],[0.75       0.25742056],[0.4140625 0.7117175]
[0.35       0.22592069],[0.75       0.25717066],[0.4140625 0.7114676]
[0.35       0.22566099],[0.75       0.25691096],[0.4140625 0.7112079]
[0.35       0.22539149],[0.75       0.25664146],[0.4140625 0.7109384]
[0.35       0.22511219],[0.75       0.25636216],[0.4140625 0.7106591]
[0.35       0.22482309],[0.75       0.25607306],[0.4140625 0.71037  ]
[0.35       0.22452419],[0.75       0.25577416],[0.4140625 0.7100711]
[0.35       0.22421549],[0.75       0.25546546],[0.4140625 0.7097624]
[0.35       0.22389699],[0.75       0.25514696],[0.4140625 0.7094439]
[0.35       0.22356869],[0.75       0.25481866],[0.4140625 0.7091156]
[0.35       0.22323059],[0.75       0.25448056],[0.4140625 0.7087775]
[0.35       0.22288269],[0.75       0.25413266],[0.4140625 0.7084296]
[0.35       0.22252499],[0.75       0.25377496],[0.4140625 0.7080719]
[0.35       0.22215749],[0.75       0.25340746],[0.4140625 0.7077044]
[0.35       0.22178019],[0.75       0.25303016],[0.4140625 0.7073271]
[0.35       0.22139309],[0.75       0.25264306],[0.4140625 0.70694  ]
[0.35       0.22099619],[0.75       0.25224616],[0.4140625 0.7065431]
[0.35       0.22058949],[0.75       0.25183946],[0.4140625 0.7061364]
