iter,loss,event_time
0,0.05977241927583656,2
1,0.034356812781103994,3
2,0.03238017946661828,3
3,0.036309402596954185,4
4,0.02676319435564998,2
5,0.0241977400471833,2
6,0.03235351542160401,4
7,0.025195809028533037,2
8,0.022387369030938,2
9,0.022108046975219002,2
10,0.02194294338883613,2
11,0.021709440488776606,2
12,0.031225954658248962,5
13,0.03791503479966074,9
14,0.03189215703770308,15
15,0.03392295756704941,30
16,0.03190449998760586,16
17,0.0332368489340991,14
18,0.034664558474533085,9
19,0.033715312110318994,9
20,0.032781629026148645,9
21,0.033187580884575574,4
22,0.032075436408740776,8
23,0.031327378931540965,6
24,0.03265487437727204,3
25,0.031515894443085564,5
26,0.03253267572957175,3
27,0.032354209354991115,3
28,0.032196228146484145,3
29,0.034055911073627716,1
30,0.021086178683559366,2
31,0.021068338234479008,2
32,0.02109267157893219,2
33,0.02107280998871426,2
34,0.02105479076162501,2
35,0.021077654353611502,2
36,0.021059589267659065,2
37,0.021084848381593614,2
38,0.021067181116420735,2
39,0.021093222633305424,2
40,0.02107652441472786,2
41,0.021061591492043383,2
42,0.02108942801623921,2
43,0.029944645095058856,7
44,0.04827337707121807,6
45,0.036702316033612396,4
46,0.0326195486378687,5
47,0.02440785869877778,3
48,0.03405634620627411,1
49,0.03405653428912021,1
50,0.02116593044485278,2
51,0.021176514561198463,2
52,0.021183189525248024,2
53,0.021188802805347934,2
54,0.021238494313241908,2
55,0.021240272350901368,2
56,0.021242385067869005,2
57,0.021245538790368054,2
58,0.021246746305796142,2
59,0.02124622505905535,2
60,0.02124414654452323,2
61,0.02124436484748381,2
62,0.021284283978062243,2
63,0.02128256118852205,2
64,0.02128017908714491,2
65,0.021277000237940023,2
66,0.02127311443934082,2
67,0.02126860210812304,2
68,0.02126354593953511,2
69,0.0212617858632309,2
70,0.021296717169467266,2
71,0.02129056225263104,2
72,0.02128778061225064,2
73,0.021281093735591422,2
74,0.02127777812320599,2
75,0.021270722445293714,2
76,0.021267003005273726,2
77,0.02130415441105803,2
78,0.02129683159149892,2
79,0.02129275185805926,2
80,0.021285361698926364,2
81,0.021281135312256394,2
82,0.021276828019694168,2
83,0.021269460322717024,2
84,0.02126509821382708,2
85,0.021302204919892872,2
86,0.021295069315132684,2
87,0.02129075566078759,2
88,0.02128641025603856,2
89,0.02127949157749418,2
90,0.02127521713023451,2
91,0.021270956009781846,2
92,0.02130628766763091,2
93,0.021302226237971567,2
94,0.021296476600783425,2
95,0.021292897273037303,2
96,0.021287660359385785,2
97,0.021282509361610278,2
98,0.021279443315952086,2
99,0.0213166962226838,2
100,0.021311887610413173,2
101,0.021309028298958095,2
102,0.02130618931164335,2
103,0.021301660296259996,2
104,0.021298925807923655,2
105,0.02129461850057399,2
106,0.0212919969940103,2
107,0.021289394987789007,2
108,0.021328025523218053,2
109,0.021325606688104484,2
110,0.021323231442325993,2
111,0.02132090008041338,2
112,0.02131861323424726,2
113,0.021316370781145896,2
114,0.02131445002503577,2
115,0.021311959335454853,2
116,0.02130978968938248,2
117,0.02130766908076768,2
118,0.021305604535488517,2
119,0.02130359156384931,2
120,0.021301630775018298,2
121,0.021299722236522576,2
122,0.02134185528973244,2
123,0.021340051722816535,2
124,0.021338300040053222,2
125,0.021337292713569097,2
126,0.021335607357790803,2
127,0.021334593799804593,2
128,0.021332958811054795,2
129,0.021331920829806582,2
