[0.35       0.22923309],[0.75       0.26048306],[0.4140625 0.71478  ]
[0.35       0.22922813],[0.75      0.2604781],[0.4140625  0.71477509]
[0.35       0.22921326],[0.75       0.26046323],[0.4140625  0.71476038]
[0.35       0.22918847],[0.75       0.26043844],[0.4140625  0.71473585]
[0.35       0.22915377],[0.75       0.26040374],[0.4140625  0.71470151]
[0.35       0.22910915],[0.75       0.26035912],[0.4140625  0.71465735]
[0.35       0.22905462],[0.75       0.26030459],[0.41406249 0.71460339]
[0.35       0.22899017],[0.75       0.26024015],[0.41406249 0.71453961]
[0.34999999 0.2289158 ],[0.75       0.26016579],[0.41406249 0.71446602]
[0.34999999 0.22883153],[0.75       0.26008151],[0.41406249 0.71438262]
[0.34999999 0.22873733],[0.75       0.25998732],[0.41406248 0.71428941]
[0.34999999 0.22863322],[0.75       0.25988321],[0.41406248 0.71418638]
[0.34999999 0.2285192 ],[0.75000001 0.25976919],[0.41406248 0.71407355]
[0.34999998 0.22839526],[0.75000001 0.25964526],[0.41406247 0.7139509 ]
[0.34999998 0.2282614 ],[0.75000001 0.25951141],[0.41406247 0.71381844]
[0.34999998 0.22811763],[0.75000001 0.25936764],[0.41406247 0.71367617]
[0.34999998 0.22796395],[0.75000001 0.25921396],[0.41406246 0.71352408]
[0.34999997 0.22780035],[0.75000001 0.25905037],[0.41406246 0.71336219]
[0.34999997 0.22762683],[0.75000001 0.25887686],[0.41406245 0.71319048]
[0.34999997 0.2274434 ],[0.75000001 0.25869343],[0.41406245 0.71300896]
[0.34999996 0.22725006],[0.75000001 0.25850009],[0.41406244 0.71281763]
[0.34999996 0.2270468 ],[0.75000002 0.25829684],[0.41406243 0.71261649]
[0.34999996 0.22683362],[0.75000002 0.25808367],[0.41406243 0.71240553]
[0.34999995 0.22661053],[0.75000002 0.25786059],[0.41406242 0.71218476]
[0.34999995 0.22637752],[0.75000002 0.25762759],[0.41406241 0.71195419]
[0.34999994 0.2261346 ],[0.75000002 0.25738467],[0.41406241 0.7117138 ]
[0.34999994 0.22588177],[0.75000002 0.25713185],[0.4140624  0.71146359]
[0.34999993 0.22561901],[0.75000003 0.2568691 ],[0.41406239 0.71120358]
[0.34999993 0.22534635],[0.75000003 0.25659644],[0.41406238 0.71093375]
[0.34999992 0.22506377],[0.75000003 0.25631387],[0.41406237 0.71065412]
[0.34999992 0.22477127],[0.75000003 0.25602138],[0.41406236 0.71036467]
[0.34999991 0.22446886],[0.75000003 0.25571898],[0.41406236 0.7100654 ]
[0.34999991 0.22415653],[0.75000004 0.25540666],[0.41406235 0.70975633]
[0.3499999  0.22383429],[0.75000004 0.25508443],[0.41406234 0.70943745]
[0.34999989 0.22350213],[0.75000004 0.25475228],[0.41406233 0.70910875]
[0.34999989 0.22316006],[0.75000004 0.25441022],[0.41406232 0.70877024]
[0.34999988 0.22280807],[0.75000005 0.25405825],[0.4140623  0.70842192]
[0.34999988 0.22244616],[0.75000005 0.25369635],[0.41406229 0.70806379]
[0.34999987 0.22207435],[0.75000005 0.25332455],[0.41406228 0.70769584]
[0.34999986 0.22169261],[0.75000005 0.25294283],[0.41406227 0.70731809]
[0.34999985 0.22130096],[0.75000006 0.25255119],[0.41406226 0.70693052]
[0.34999985 0.2208994 ],[0.75000006 0.25214964],[0.41406225 0.70653314]
[0.34999984 0.22048792],[0.75000006 0.25173817],[0.41406223 0.70612595]
[0.34999983 0.22006653],[0.75000006 0.25131679],[0.41406222 0.70570894]
[0.34999982 0.21963522],[0.75000007 0.2508855 ],[0.41406221 0.70528213]
[0.34999982 0.21919399],[0.75000007 0.25044429],[0.4140622 0.7048455]
[0.34999981 0.21874285],[0.75000007 0.24999316],[0.41406218 0.70439906]
[0.3499998 0.2182818],[0.75000008 0.24953212],[0.41406217 0.70394281]
[0.34999979 0.21781083],[0.75000008 0.24906117],[0.41406215 0.70347675]
[0.34999978 0.21732994],[0.75000008 0.2485803 ],[0.41406214 0.70300087]
[0.34999977 0.21683914],[0.75000009 0.24808951],[0.41406212 0.70251518]
[0.34999976 0.21633843],[0.75000009 0.24758881],[0.41406211 0.70201968]
[0.34999975 0.2158278 ],[0.75000009 0.2470782 ],[0.41406209 0.70151437]
[0.34999974 0.21530725],[0.7500001  0.24655767],[0.41406208 0.70099925]
[0.34999973 0.21477679],[0.7500001  0.24602723],[0.41406206 0.70047432]
[0.34999972 0.21423641],[0.75000011 0.24548687],[0.41406204 0.69993957]
[0.34999971 0.21368612],[0.75000011 0.2449366 ],[0.41406203 0.69939501]
[0.3499997  0.21312591],[0.75000011 0.24437641],[0.41406201 0.69884064]
[0.34999969 0.21255579],[0.75000012 0.2438063 ],[0.41406199 0.69827646]
[0.34999968 0.21197576],[0.75000012 0.24322629],[0.41406198 0.69770247]
[0.34999967 0.2113858 ],[0.75000013 0.24263635],[0.41406196 0.69711866]
[0.34999966 0.21078594],[0.75000013 0.24203651],[0.41406194 0.69652505]
[0.34999965 0.21017615],[0.75000013 0.24142674],[0.41406192 0.69592162]
[0.34999964 0.20955646],[0.75000014 0.24080707],[0.4140619  0.69530838]
[0.34999963 0.20892684],[0.75000014 0.24017747],[0.41406188 0.69468532]
[0.34999962 0.20828732],[0.75000015 0.23953797],[0.41406186 0.69405246]
[0.3499996  0.20763787],[0.75000015 0.23888855],[0.41406184 0.69340978]
[0.34999959 0.20697852],[0.75000016 0.23822921],[0.41406182 0.6927573 ]
[0.34999958 0.20630924],[0.75000016 0.23755996],[0.4140618 0.692095 ]
[0.34999957 0.20563005],[0.75000017 0.23688079],[0.41406178 0.69142288]
[0.34999955 0.20494095],[0.75000017 0.23619171],[0.41406176 0.69074096]
[0.34999954 0.20424193],[0.75000018 0.23549271],[0.41406174 0.69004922]
[0.34999953 0.203533  ],[0.75000018 0.2347838 ],[0.41406172 0.68934768]
[0.34999952 0.20281415],[0.75000019 0.23406498],[0.4140617  0.68863632]
[0.3499995  0.20208539],[0.75000019 0.23333624],[0.41406168 0.68791515]
[0.34999949 0.20134784],[0.7500002  0.23259872],[0.41406165 0.68718529]
[0.34999947 0.20060896],[0.7500002  0.23185986],[0.41406163 0.6864541 ]
[0.34999946 0.19987007],[0.75000021 0.23112099],[0.41406161 0.68572291]
[0.34999945 0.19913118],[0.75000021 0.23038213],[0.41406159 0.68499172]
[0.34999943 0.19839229],[0.75000022 0.22964327],[0.41406156 0.68426053]
[0.34999942 0.19765341],[0.75000022 0.2289044 ],[0.41406154 0.68352934]
[0.34999941 0.19691452],[0.75000023 0.22816554],[0.41406152 0.68279815]
[0.34999939 0.19617563],[0.75000023 0.22742668],[0.4140615  0.68206697]
[0.34999938 0.19543674],[0.75000024 0.22668781],[0.41406147 0.68133578]
[0.34999937 0.19469786],[0.75000024 0.22594895],[0.41406145 0.68060459]
[0.34999935 0.19395897],[0.75000025 0.22521008],[0.41406143 0.6798734 ]
[0.34999934 0.19322008],[0.75000025 0.22447122],[0.41406141 0.67914221]
[0.34999933 0.19248119],[0.75000026 0.22373236],[0.41406138 0.67841102]
[0.34999931 0.19174231],[0.75000026 0.22299349],[0.41406136 0.67767983]
[0.3499993  0.19100342],[0.75000027 0.22225463],[0.41406134 0.67694864]
[0.34999928 0.19026453],[0.75000027 0.22151577],[0.41406132 0.67621745]
[0.34999927 0.18952564],[0.75000028 0.2207769 ],[0.41406129 0.67548626]
[0.34999926 0.18878676],[0.75000029 0.22003804],[0.41406127 0.67475508]
[0.34999924 0.18804787],[0.75000029 0.21929918],[0.41406125 0.67402389]
[0.34999923 0.18730898],[0.7500003  0.21856031],[0.41406123 0.6732927 ]
[0.34999922 0.1865701 ],[0.7500003  0.21782145],[0.41406121 0.67256151]
[0.3499992  0.18583121],[0.75000031 0.21708259],[0.41406118 0.67183032]
[0.34999919 0.18509232],[0.75000031 0.21634372],[0.41406116 0.67109913]
[0.34999918 0.18435343],[0.75000032 0.21560486],[0.41406114 0.67036794]
[0.34999916 0.18361455],[0.75000032 0.214866  ],[0.41406112 0.66963675]
[0.34999915 0.18287566],[0.75000033 0.21412713],[0.41406109 0.66890556]
[0.34999914 0.18213677],[0.75000033 0.21338827],[0.41406107 0.66817437]
[0.34999912 0.18139788],[0.75000034 0.21264941],[0.41406105 0.66744319]
[0.34999911 0.180659  ],[0.75000034 0.21191054],[0.41406103 0.666712  ]
[0.3499991  0.17992011],[0.75000035 0.21117168],[0.414061   0.66598081]
[0.34999908 0.17918122],[0.75000035 0.21043282],[0.41406098 0.66524962]
[0.34999907 0.17844233],[0.75000036 0.20969395],[0.41406096 0.66451843]
[0.34999905 0.17770345],[0.75000036 0.20895509],[0.41406094 0.66378724]
[0.34999904 0.17696456],[0.75000037 0.20821623],[0.41406091 0.66305605]
[0.34999903 0.17622567],[0.75000037 0.20747736],[0.41406089 0.66232486]
[0.34999901 0.17548678],[0.75000038 0.2067385 ],[0.41406087 0.66159367]
[0.349999  0.1747479],[0.75000038 0.20599964],[0.41406085 0.66086249]
[0.34999899 0.17400901],[0.75000039 0.20526077],[0.41406082 0.6601313 ]
[0.34999897 0.17327012],[0.75000039 0.20452191],[0.4140608  0.65940011]
[0.34999896 0.17253123],[0.7500004  0.20378305],[0.41406078 0.65866892]
[0.34999895 0.17179235],[0.7500004  0.20304418],[0.41406076 0.65793773]
[0.34999893 0.17105346],[0.75000041 0.20230532],[0.41406073 0.65720654]
[0.34999892 0.17031457],[0.75000042 0.20156646],[0.41406071 0.65647535]
[0.34999891 0.16957568],[0.75000042 0.20082759],[0.41406069 0.65574416]
[0.34999889 0.1688368 ],[0.75000043 0.20008873],[0.41406067 0.65501297]
[0.34999888 0.16809791],[0.75000043 0.19934987],[0.41406064 0.65428178]
[0.34999886 0.16735902],[0.75000044 0.198611  ],[0.41406062 0.6535506 ]
[0.34999885 0.16662013],[0.75000044 0.19787214],[0.4140606  0.65281941]
[0.34999884 0.16588125],[0.75000045 0.19713328],[0.41406058 0.65208822]
[0.34999882 0.16514236],[0.75000045 0.19639441],[0.41406055 0.65135703]
[0.34999881 0.16440347],[0.75000046 0.19565555],[0.41406053 0.65062584]
[0.3499988  0.16366459],[0.75000046 0.19491668],[0.41406051 0.64989465]
[0.34999878 0.1629257 ],[0.75000047 0.19417782],[0.41406049 0.64916346]
[0.34999877 0.16218681],[0.75000047 0.19343896],[0.41406046 0.64843227]
[0.34999876 0.16144792],[0.75000048 0.19270009],[0.41406044 0.64770108]
[0.34999874 0.16070904],[0.75000048 0.19196123],[0.41406042 0.64696989]
[0.34999873 0.15997015],[0.75000049 0.19122237],[0.4140604  0.64623871]
[0.34999872 0.15923126],[0.75000049 0.1904835 ],[0.41406038 0.64550752]
[0.3499987  0.15849237],[0.7500005  0.18974464],[0.41406035 0.64477633]
[0.34999869 0.15775349],[0.7500005  0.18900578],[0.41406033 0.64404514]
[0.34999867 0.1570146 ],[0.75000051 0.18826691],[0.41406031 0.64331395]
[0.34999866 0.15627571],[0.75000051 0.18752805],[0.41406029 0.64258276]
[0.34999865 0.15553682],[0.75000052 0.18678919],[0.41406026 0.64185157]
[0.34999863 0.15479794],[0.75000052 0.18605032],[0.41406024 0.64112038]
[0.34999862 0.15405905],[0.75000053 0.18531146],[0.41406022 0.64038919]
[0.34999861 0.15332016],[0.75000054 0.1845726 ],[0.4140602 0.639658 ]
[0.34999859 0.15258127],[0.75000054 0.18383373],[0.41406017 0.63892682]
[0.34999858 0.15184239],[0.75000055 0.18309487],[0.41406015 0.63819563]
[0.34999857 0.1511035 ],[0.75000055 0.18235601],[0.41406013 0.63746444]
[0.34999855 0.15036461],[0.75000056 0.18161714],[0.41406011 0.63673325]
[0.34999854 0.14962572],[0.75000056 0.18087828],[0.41406008 0.63600206]
[0.34999853 0.14888684],[0.75000057 0.18013942],[0.41406006 0.63527087]
[0.34999851 0.14814795],[0.75000057 0.17940055],[0.41406004 0.63453968]
[0.3499985  0.14740906],[0.75000058 0.17866169],[0.41406002 0.63380849]
[0.34999848 0.14667017],[0.75000058 0.17792283],[0.41405999 0.6330773 ]
[0.34999847 0.14593129],[0.75000059 0.17718396],[0.41405997 0.63234611]
[0.34999846 0.1451924 ],[0.75000059 0.1764451 ],[0.41405995 0.63161493]
[0.34999844 0.14445351],[0.7500006  0.17570624],[0.41405993 0.63088374]
[0.34999843 0.14371462],[0.7500006  0.17496737],[0.4140599  0.63015255]
[0.34999842 0.14297574],[0.75000061 0.17422851],[0.41405988 0.62942136]
[0.3499984  0.14223685],[0.75000061 0.17348965],[0.41405986 0.62869017]
[0.34999839 0.14149796],[0.75000062 0.17275078],[0.41405984 0.62795898]
[0.34999838 0.14075908],[0.75000062 0.17201192],[0.41405981 0.62722779]
[0.34999836 0.14002019],[0.75000063 0.17127306],[0.41405979 0.6264966 ]
[0.34999835 0.1392813 ],[0.75000063 0.17053419],[0.41405977 0.62576541]
[0.34999834 0.13854241],[0.75000064 0.16979533],[0.41405975 0.62503423]
[0.34999832 0.13780353],[0.75000064 0.16905647],[0.41405972 0.62430304]
[0.34999831 0.13706464],[0.75000065 0.1683176 ],[0.4140597  0.62357185]
