0.7709184490202331,1.0
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999971 0.22923282],[0.7499997  0.26048269],[0.66406218 0.41399832]
[0.34999886 0.229232  ],[0.74999882 0.26048158],[0.66406123 0.41399719]
[0.34999743 0.22923065],[0.74999733 0.26047972],[0.66405964 0.41399531]
[0.34999543 0.22922875],[0.74999526 0.26047713],[0.66405742 0.41399267]
[0.34999285 0.2292263 ],[0.74999259 0.26047379],[0.66405455 0.41398928]
[0.34998971 0.22922332],[0.74998934 0.26046972],[0.66405106 0.41398513]
[0.34998599 0.22921979],[0.74998548 0.2604649 ],[0.66404693 0.41398023]
[0.34998171 0.22921572],[0.74998104 0.26045934],[0.66404216 0.41397458]
[0.34997685 0.2292111 ],[0.749976   0.26045304],[0.66403676 0.41396817]
[0.34997142 0.22920594],[0.74997038 0.260446  ],[0.66403072 0.41396101]
[0.34996541 0.22920024],[0.74996415 0.26043821],[0.66402405 0.4139531 ]
[0.34995884 0.229194  ],[0.74995734 0.26042969],[0.66401674 0.41394443]
[0.3499517  0.22918721],[0.74994994 0.26042042],[0.66400879 0.41393501]
[0.34994398 0.22917989],[0.74994194 0.26041042],[0.66400021 0.41392484]
[0.34993569 0.22917201],[0.74993335 0.26039967],[0.66399099 0.41391391]
[0.34992683 0.2291636 ],[0.74992416 0.26038818],[0.66398114 0.41390222]
[0.3499174  0.22915464],[0.74991439 0.26037595],[0.66397065 0.41388979]
[0.34990739 0.22914514],[0.74990402 0.26036298],[0.66395953 0.4138766 ]
[0.34989682 0.2291351 ],[0.74989306 0.26034926],[0.66394777 0.41386266]
[0.34988567 0.22912451],[0.74988151 0.26033481],[0.66393538 0.41384796]
[0.34987395 0.22911338],[0.74986936 0.26031961],[0.66392235 0.41383251]
[0.34986166 0.22910171],[0.74985662 0.26030368],[0.66390868 0.4138163 ]
[0.3498488 0.2290895],[0.74984329 0.260287  ],[0.66389438 0.41379934]
[0.34983537 0.22907674],[0.74982937 0.26026958],[0.66387945 0.41378163]
[0.34982136 0.22906344],[0.74981485 0.26025142],[0.66386388 0.41376317]
[0.34980678 0.2290496 ],[0.74979975 0.26023252],[0.66384767 0.41374395]
[0.34979164 0.22903522],[0.74978405 0.26021288],[0.66383082 0.41372398]
[0.34977592 0.22902029],[0.74976775 0.26019249],[0.66381335 0.41370325]
[0.34975962 0.22900482],[0.74975087 0.26017137],[0.66379523 0.41368177]
[0.34974276 0.2289888 ],[0.74973339 0.2601495 ],[0.66377648 0.41365954]
[0.34972533 0.22897225],[0.74971532 0.2601269 ],[0.6637571  0.41363655]
[0.34970732 0.22895515],[0.74969666 0.26010355],[0.66373708 0.41361281]
[0.34968874 0.22893751],[0.74967741 0.26007946],[0.66371642 0.41358832]
[0.34966959 0.22891933],[0.74965756 0.26005463],[0.66369513 0.41356307]
[0.34964987 0.2289006 ],[0.74963712 0.26002906],[0.6636732  0.41353707]
