1.0
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999951 0.22923263],[0.75000026 0.2604826 ],[0.66406201 0.4139982 ]
[0.34999803 0.22923124],[0.75000104 0.26048123],[0.66406052 0.4139967 ]
[0.34999556 0.22922893],[0.75000235 0.26047894],[0.66405805 0.4139942 ]
[0.3499921 0.2292257],[0.75000417 0.26047574],[0.6640546  0.41399071]
[0.34998766 0.22922155],[0.75000652 0.26047162],[0.66405015 0.41398621]
[0.34998223 0.22921647],[0.75000939 0.26046659],[0.66404472 0.41398072]
[0.34997581 0.22921046],[0.75001278 0.26046064],[0.6640383  0.41397422]
[0.34996841 0.22920354],[0.75001669 0.26045378],[0.66403089 0.41396673]
[0.34996002 0.22919569],[0.75002113 0.260446  ],[0.66402249 0.41395824]
[0.34995064 0.22918692],[0.75002608 0.26043731],[0.66401311 0.41394875]
[0.34994027 0.22917722],[0.75003156 0.2604277 ],[0.66400274 0.41393826]
[0.34992892 0.2291666 ],[0.75003757 0.26041718],[0.66399138 0.41392677]
[0.34991658 0.22915506],[0.75004409 0.26040574],[0.66397903 0.41391428]
[0.34990325 0.22914259],[0.75005114 0.26039339],[0.66396569 0.41390079]
[0.34988893 0.2291292 ],[0.75005871 0.26038012],[0.66395137 0.41388631]
[0.34987363 0.22911489],[0.7500668  0.26036594],[0.66393606 0.41387082]
[0.34985734 0.22909965],[0.75007542 0.26035084],[0.66391976 0.41385434]
[0.34984006 0.22908349],[0.75008456 0.26033483],[0.66390247 0.41383685]
[0.3498218  0.22906641],[0.75009422 0.2603179 ],[0.6638842  0.41381837]
[0.34980255 0.2290484 ],[0.75010441 0.26030006],[0.66386494 0.41379889]
[0.34978231 0.22902947],[0.75011512 0.26028131],[0.66384469 0.41377841]
[0.34976108 0.22900962],[0.75012636 0.26026164],[0.66382345 0.41375693]
[0.34973887 0.22898885],[0.75013812 0.26024105],[0.66380122 0.41373445]
[0.34971567 0.22896715],[0.75015041 0.26021955],[0.66377801 0.41371097]
[0.34969148 0.22894453],[0.75016322 0.26019714],[0.66375381 0.4136865 ]
[0.34966631 0.22892099],[0.75017656 0.26017381],[0.66372862 0.41366102]
[0.34964015 0.22889652],[0.75019042 0.26014957],[0.66370244 0.41363454]
[0.349613   0.22887113],[0.75020482 0.26012441],[0.66367528 0.41360707]
[0.34958486 0.22884482],[0.75021974 0.26009834],[0.66364712 0.4135786 ]
[0.34955574 0.22881759],[0.75023518 0.26007136],[0.66361798 0.41354913]
[0.34952563 0.22878944],[0.75025116 0.26004346],[0.66358786 0.41351865]
[0.34949453 0.22876036],[0.75026766 0.26001465],[0.66355674 0.41348718]
[0.34946245 0.22873036],[0.75028469 0.25998492],[0.66352464 0.41345472]
[0.34942938 0.22869944],[0.75030225 0.25995428],[0.66349155 0.41342125]
[0.34939532 0.22866759],[0.75032034 0.25992272],[0.66345747 0.41338678]
[0.34936028 0.22863483],[0.75033896 0.25989026],[0.6634224  0.41335131]
[0.34932424 0.22860114],[0.75035812 0.25985687],[0.66338634 0.41331485]
[0.34928723 0.22856653],[0.7503778  0.25982258],[0.6633493  0.41327739]
[0.34924922 0.228531  ],[0.75039801 0.25978737],[0.66331127 0.41323892]
[0.34921023 0.22849454],[0.75041876 0.25975125],[0.66327225 0.41319946]
[0.34917025 0.22845717],[0.75044004 0.25971421],[0.66323225 0.413159  ]
[0.34912928 0.22841887],[0.75046185 0.25967626],[0.66319126 0.41311754]
[0.34908733 0.22837966],[0.7504842 0.2596374],[0.66314928 0.41307508]
[0.34904439 0.22833952],[0.75050708 0.25959762],[0.66310631 0.41303162]
[0.34900046 0.22829846],[0.7505305  0.25955694],[0.66306235 0.41298717]
[0.34895555 0.22825648],[0.75055445 0.25951534],[0.66301741 0.41294171]
[0.34890965 0.22821358],[0.75057894 0.25947282],[0.66297148 0.41289525]
[0.34886276 0.22816976],[0.75060396 0.2594294 ],[0.66292456 0.4128478 ]
[0.34881489 0.22812502],[0.75062953 0.25938506],[0.66287665 0.41279935]
[0.34876602 0.22807936],[0.75065563 0.25933981],[0.66282775 0.4127499 ]
[0.34871618 0.22803278],[0.75068227 0.25929364],[0.66277787 0.41269945]
[0.34866534 0.22798528],[0.75070945 0.25924657],[0.662727 0.412648]
[0.34861352 0.22793685],[0.75073717 0.25919858],[0.66267515 0.41259555]
[0.34856072 0.22788751],[0.75076543 0.25914968],[0.6626223 0.4125421]
[0.34850692 0.22783725],[0.75079424 0.25909987],[0.66256847 0.41248765]
[0.34845214 0.22778607],[0.75082358 0.25904914],[0.66251365 0.41243221]
[0.34839637 0.22773397],[0.75085347 0.25899751],[0.66245784 0.41237576]
[0.34833962 0.22768095],[0.75088391 0.25894496],[0.66240105 0.41231832]
[0.34828188 0.22762701],[0.75091489 0.2588915 ],[0.66234326 0.41225988]
[0.34822316 0.22757216],[0.75094641 0.25883713],[0.66228449 0.41220044]
[0.34816344 0.22751638],[0.75097848 0.25878185],[0.66222474 0.41214   ]
[0.34810274 0.22745969],[0.7510111  0.25872566],[0.66216399 0.41207856]
[0.34804106 0.22740208],[0.75104427 0.25866856],[0.66210226 0.41201612]
[0.34797839 0.22734355],[0.75107798 0.25861055],[0.66203954 0.41195268]
[0.34791473 0.2272841 ],[0.75111225 0.25855162],[0.66197583 0.41188825]
[0.34785008 0.22722373],[0.75114707 0.25849179],[0.66191113 0.41182281]
[0.34778445 0.22716245],[0.75118244 0.25843105],[0.66184545 0.41175638]
