1.0
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.3499995  0.22923275],[0.7499995  0.26048282],[0.664062   0.41399832]
[0.34999802 0.22923174],[0.74999801 0.26048211],[0.66406051 0.41399718]
[0.34999554 0.22923004],[0.74999552 0.26048091],[0.66405802 0.41399528]
[0.34999207 0.22922767],[0.74999203 0.26047925],[0.66405453 0.41399261]
[0.34998761 0.22922462],[0.74998755 0.2604771 ],[0.66405005 0.41398919]
[0.34998216 0.2292209 ],[0.74998207 0.26047448],[0.66404457 0.413985  ]
[0.34997571 0.2292165 ],[0.74997559 0.26047138],[0.66403809 0.41398006]
[0.34996828 0.22921142],[0.74996812 0.2604678 ],[0.66403062 0.41397435]
[0.34995985 0.22920566],[0.74995965 0.26046375],[0.66402215 0.41396788]
[0.34995043 0.22919923],[0.74995019 0.26045922],[0.66401269 0.41396065]
[0.34994003 0.22919212],[0.74993972 0.26045422],[0.66400223 0.41395267]
[0.34992863 0.22918433],[0.74992827 0.26044873],[0.66399077 0.41394392]
[0.34991623 0.22917586],[0.74991581 0.26044277],[0.66397832 0.4139344 ]
[0.34990285 0.22916672],[0.74990236 0.26043634],[0.66396487 0.41392413]
[0.34988848 0.2291569 ],[0.74988792 0.26042942],[0.66395043 0.4139131 ]
[0.34987311 0.2291464 ],[0.74987247 0.26042203],[0.66393499 0.4139013 ]
[0.34985676 0.22913523],[0.74985604 0.26041417],[0.66391855 0.41388875]
[0.34983941 0.22912338],[0.7498386  0.26040582],[0.66390112 0.41387543]
[0.34982107 0.22911085],[0.74982017 0.260397  ],[0.66388269 0.41386136]
[0.34980174 0.22909764],[0.74980074 0.26038771],[0.66386326 0.41384652]
[0.34978142 0.22908376],[0.74978032 0.26037793],[0.66384284 0.41383092]
[0.3497601 0.2290692],[0.7497589  0.26036768],[0.66382142 0.41381456]
[0.3497378  0.22905396],[0.74973648 0.26035695],[0.66379901 0.41379744]
[0.3497145  0.22903805],[0.74971307 0.26034575],[0.6637756  0.41377956]
[0.34969022 0.22902146],[0.74968866 0.26033407],[0.66375119 0.41376092]
[0.34966494 0.22900419],[0.74966325 0.26032191],[0.66372579 0.41374152]
[0.34963867 0.22898624],[0.74963685 0.26030928],[0.66369939 0.41372136]
[0.34961141 0.22896762],[0.74960945 0.26029617],[0.66367199 0.41370043]
[0.34958315 0.22894832],[0.74958106 0.26028258],[0.6636436  0.41367875]
[0.34955391 0.22892834],[0.74955167 0.26026851],[0.66361421 0.4136563 ]
[0.34952368 0.22890769],[0.74952128 0.26025397],[0.66358383 0.4136331 ]
[0.34949245 0.22888636],[0.7494899  0.26023895],[0.66355245 0.41360913]
[0.34946023 0.22886435],[0.74945752 0.26022346],[0.66352007 0.4135844 ]
[0.34942702 0.22884167],[0.74942414 0.26020749],[0.6634867  0.41355891]
[0.34939282 0.2288183 ],[0.74938977 0.26019104],[0.66345233 0.41353266]
[0.34935763 0.22879426],[0.7493544  0.26017412],[0.66341697 0.41350565]
[0.34932145 0.22876955],[0.74931804 0.26015671],[0.66338061 0.41347788]
[0.34928427 0.22874415],[0.74928068 0.26013884],[0.66334325 0.41344935]
[0.34924611 0.22871808],[0.74924232 0.26012048],[0.6633049  0.41342006]
[0.34920695 0.22869133],[0.74920297 0.26010165],[0.66326555 0.41339001]
[0.34916681 0.22866391],[0.74916262 0.26008234],[0.6632252  0.41335919]
[0.34912567 0.22863581],[0.74912127 0.26006255],[0.66318386 0.41332762]
[0.34908354 0.22860703],[0.74907893 0.26004229],[0.66314152 0.41329528]
[0.34904041 0.22857757],[0.74903559 0.26002155],[0.66309819 0.41326219]
[0.3489963  0.22854744],[0.74899125 0.26000034],[0.66305386 0.41322833]
[0.3489512  0.22851663],[0.74894592 0.25997865],[0.66300853 0.41319372]
[0.3489051  0.22848515],[0.74889959 0.25995648],[0.66296221 0.41315834]
[0.34885801 0.22845298],[0.74885227 0.25993383],[0.66291489 0.4131222 ]
[0.34880993 0.22842014],[0.74880395 0.25991071],[0.66286657 0.4130853 ]
[0.34876087 0.22838663],[0.74875463 0.25988711],[0.66281726 0.41304764]
[0.3487108  0.22835243],[0.74870432 0.25986303],[0.66276696 0.41300923]
[0.34865975 0.22831756],[0.74865301 0.25983848],[0.66271565 0.41297005]
[0.34860771 0.22828202],[0.74860071 0.25981345],[0.66266335 0.4129301 ]
[0.34855467 0.22824579],[0.74854741 0.25978795],[0.66261006 0.4128894 ]
[0.34850065 0.22820889],[0.74849311 0.25976196],[0.66255576 0.41284794]
[0.34844563 0.22817131],[0.74843782 0.2597355 ],[0.66250048 0.41280572]
[0.34838962 0.22813306],[0.74838152 0.25970857],[0.66244419 0.41276274]
[0.34833262 0.22809413],[0.74832424 0.25968115],[0.66238691 0.412719  ]
[0.34827463 0.22805452],[0.74826596 0.25965327],[0.66232863 0.41267449]
[0.34821565 0.22801424],[0.74820668 0.2596249 ],[0.66226936 0.41262923]
[0.34815567 0.22797327],[0.7481464  0.25959606],[0.66220909 0.4125832 ]
[0.34809471 0.22793164],[0.74808513 0.25956674],[0.66214783 0.41253642]
