iter,loss,event_time,event_times
0,0.017591039900762544,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4928, device='cuda:0'), tensor(0.4979, device='cuda:0'), tensor(0.5030, device='cuda:0'), tensor(0.5082, device='cuda:0'), tensor(0.5134, device='cuda:0'), tensor(0.5186, device='cuda:0'), tensor(0.5237, device='cuda:0'), tensor(0.5289, device='cuda:0'), tensor(0.5341, device='cuda:0'), tensor(0.5392, device='cuda:0'), tensor(0.5444, device='cuda:0'), tensor(0.5496, device='cuda:0'), tensor(0.5547, device='cuda:0'), tensor(0.5599, device='cuda:0'), tensor(0.5651, device='cuda:0'), tensor(0.5703, device='cuda:0'), tensor(0.5754, device='cuda:0'), tensor(0.5806, device='cuda:0'), tensor(0.5858, device='cuda:0'), tensor(0.5909, device='cuda:0'), tensor(0.5961, device='cuda:0'), tensor(0.6013, device='cuda:0'), tensor(0.6064, device='cuda:0'), tensor(0.6116, device='cuda:0'), tensor(0.6168, device='cuda:0'), tensor(0.6220, device='cuda:0'), tensor(0.6271, device='cuda:0'), tensor(0.6323, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
1,0.04076460539330778,2,"[tensor(0.2453, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
2,0.016599327150062366,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4925, device='cuda:0'), tensor(0.5018, device='cuda:0'), tensor(0.5112, device='cuda:0'), tensor(0.5206, device='cuda:0'), tensor(0.5300, device='cuda:0'), tensor(0.5394, device='cuda:0'), tensor(0.5488, device='cuda:0'), tensor(0.5582, device='cuda:0'), tensor(0.5676, device='cuda:0'), tensor(0.5770, device='cuda:0'), tensor(0.5864, device='cuda:0'), tensor(0.5958, device='cuda:0'), tensor(0.6052, device='cuda:0'), tensor(0.6146, device='cuda:0'), tensor(0.6240, device='cuda:0'), tensor(0.6334, device='cuda:0'), tensor(0.6429, device='cuda:0'), tensor(0.6523, device='cuda:0'), tensor(0.6617, device='cuda:0'), tensor(0.6711, device='cuda:0'), tensor(0.6754, device='cuda:0'), tensor(0.6798, device='cuda:0'), tensor(0.6842, device='cuda:0'), tensor(0.6886, device='cuda:0'), tensor(0.6930, device='cuda:0'), tensor(0.6973, device='cuda:0'), tensor(0.7017, device='cuda:0'), tensor(0.7061, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
3,0.03912786168341266,2,"[tensor(0.2453, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
4,0.01697239001703658,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4957, device='cuda:0'), tensor(0.5068, device='cuda:0'), tensor(0.5180, device='cuda:0'), tensor(0.5293, device='cuda:0'), tensor(0.5405, device='cuda:0'), tensor(0.5518, device='cuda:0'), tensor(0.5630, device='cuda:0'), tensor(0.5743, device='cuda:0'), tensor(0.5855, device='cuda:0'), tensor(0.5967, device='cuda:0'), tensor(0.6080, device='cuda:0'), tensor(0.6192, device='cuda:0'), tensor(0.6305, device='cuda:0'), tensor(0.6417, device='cuda:0'), tensor(0.6530, device='cuda:0'), tensor(0.6642, device='cuda:0'), tensor(0.6755, device='cuda:0'), tensor(0.6842, device='cuda:0'), tensor(0.6930, device='cuda:0'), tensor(0.7018, device='cuda:0'), tensor(0.7106, device='cuda:0'), tensor(0.7193, device='cuda:0'), tensor(0.7281, device='cuda:0'), tensor(0.7369, device='cuda:0'), tensor(0.7457, device='cuda:0'), tensor(0.7544, device='cuda:0'), tensor(0.7632, device='cuda:0'), tensor(0.7720, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
5,0.017118347015468105,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4972, device='cuda:0'), tensor(0.5091, device='cuda:0'), tensor(0.5212, device='cuda:0'), tensor(0.5333, device='cuda:0'), tensor(0.5454, device='cuda:0'), tensor(0.5575, device='cuda:0'), tensor(0.5696, device='cuda:0'), tensor(0.5817, device='cuda:0'), tensor(0.5939, device='cuda:0'), tensor(0.6060, device='cuda:0'), tensor(0.6181, device='cuda:0'), tensor(0.6302, device='cuda:0'), tensor(0.6423, device='cuda:0'), tensor(0.6544, device='cuda:0'), tensor(0.6665, device='cuda:0'), tensor(0.6786, device='cuda:0'), tensor(0.6905, device='cuda:0'), tensor(0.7025, device='cuda:0'), tensor(0.7144, device='cuda:0'), tensor(0.7263, device='cuda:0'), tensor(0.7383, device='cuda:0'), tensor(0.7502, device='cuda:0'), tensor(0.7621, device='cuda:0'), tensor(0.7740, device='cuda:0'), tensor(0.7860, device='cuda:0'), tensor(0.7979, device='cuda:0'), tensor(0.8098, device='cuda:0'), tensor(0.8217, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
6,0.01760134055830858,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4982, device='cuda:0'), tensor(0.5112, device='cuda:0'), tensor(0.5244, device='cuda:0'), tensor(0.5376, device='cuda:0'), tensor(0.5508, device='cuda:0'), tensor(0.5640, device='cuda:0'), tensor(0.5772, device='cuda:0'), tensor(0.5905, device='cuda:0'), tensor(0.6037, device='cuda:0'), tensor(0.6169, device='cuda:0'), tensor(0.6301, device='cuda:0'), tensor(0.6433, device='cuda:0'), tensor(0.6565, device='cuda:0'), tensor(0.6697, device='cuda:0'), tensor(0.6728, device='cuda:0'), tensor(0.6758, device='cuda:0'), tensor(0.6789, device='cuda:0'), tensor(0.6819, device='cuda:0'), tensor(0.6850, device='cuda:0'), tensor(0.6880, device='cuda:0'), tensor(0.6911, device='cuda:0'), tensor(0.6942, device='cuda:0'), tensor(0.6972, device='cuda:0'), tensor(0.7003, device='cuda:0'), tensor(0.7033, device='cuda:0'), tensor(0.7064, device='cuda:0'), tensor(0.7094, device='cuda:0'), tensor(0.7125, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
7,0.017514233068500775,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4987, device='cuda:0'), tensor(0.5130, device='cuda:0'), tensor(0.5275, device='cuda:0'), tensor(0.5420, device='cuda:0'), tensor(0.5565, device='cuda:0'), tensor(0.5711, device='cuda:0'), tensor(0.5856, device='cuda:0'), tensor(0.6001, device='cuda:0'), tensor(0.6146, device='cuda:0'), tensor(0.6291, device='cuda:0'), tensor(0.6436, device='cuda:0'), tensor(0.6581, device='cuda:0'), tensor(0.6726, device='cuda:0'), tensor(0.6786, device='cuda:0'), tensor(0.6846, device='cuda:0'), tensor(0.6905, device='cuda:0'), tensor(0.6965, device='cuda:0'), tensor(0.7025, device='cuda:0'), tensor(0.7084, device='cuda:0'), tensor(0.7144, device='cuda:0'), tensor(0.7204, device='cuda:0'), tensor(0.7263, device='cuda:0'), tensor(0.7323, device='cuda:0'), tensor(0.7383, device='cuda:0'), tensor(0.7442, device='cuda:0'), tensor(0.7502, device='cuda:0'), tensor(0.7562, device='cuda:0'), tensor(0.7622, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
8,0.017436777594242225,30,"[tensor(0.2453, device='cuda:0'), tensor(0.4989, device='cuda:0'), tensor(0.5145, device='cuda:0'), tensor(0.5305, device='cuda:0'), tensor(0.5464, device='cuda:0'), tensor(0.5623, device='cuda:0'), tensor(0.5783, device='cuda:0'), tensor(0.5942, device='cuda:0'), tensor(0.6101, device='cuda:0'), tensor(0.6260, device='cuda:0'), tensor(0.6420, device='cuda:0'), tensor(0.6579, device='cuda:0'), tensor(0.6738, device='cuda:0'), tensor(0.6810, device='cuda:0'), tensor(0.6882, device='cuda:0'), tensor(0.6953, device='cuda:0'), tensor(0.7025, device='cuda:0'), tensor(0.7097, device='cuda:0'), tensor(0.7168, device='cuda:0'), tensor(0.7240, device='cuda:0'), tensor(0.7311, device='cuda:0'), tensor(0.7383, device='cuda:0'), tensor(0.7455, device='cuda:0'), tensor(0.7526, device='cuda:0'), tensor(0.7598, device='cuda:0'), tensor(0.7670, device='cuda:0'), tensor(0.7741, device='cuda:0'), tensor(0.7813, device='cuda:0'), tensor(0.7884, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
9,0.017299816808568475,30,"[tensor(0.2453, device='cuda:0'), tensor(0.3845, device='cuda:0'), tensor(0.4016, device='cuda:0'), tensor(0.4190, device='cuda:0'), tensor(0.4364, device='cuda:0'), tensor(0.4538, device='cuda:0'), tensor(0.4712, device='cuda:0'), tensor(0.4886, device='cuda:0'), tensor(0.5060, device='cuda:0'), tensor(0.5234, device='cuda:0'), tensor(0.5408, device='cuda:0'), tensor(0.5582, device='cuda:0'), tensor(0.5756, device='cuda:0'), tensor(0.5930, device='cuda:0'), tensor(0.6104, device='cuda:0'), tensor(0.6278, device='cuda:0'), tensor(0.6452, device='cuda:0'), tensor(0.6627, device='cuda:0'), tensor(0.6801, device='cuda:0'), tensor(0.6934, device='cuda:0'), tensor(0.7068, device='cuda:0'), tensor(0.7202, device='cuda:0'), tensor(0.7336, device='cuda:0'), tensor(0.7470, device='cuda:0'), tensor(0.7603, device='cuda:0'), tensor(0.7737, device='cuda:0'), tensor(0.7871, device='cuda:0'), tensor(0.8005, device='cuda:0'), tensor(0.8138, device='cuda:0'), tensor(1., device='cuda:0', grad_fn=<SelectBackward0>)]"
