1.0
 
[-1.13849578e-02 -1.99942734e+01],[ 5.66613092e-03 -1.99943241e+01],[ -0.04654759 -19.98591514]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406241 0.41395865]
[0.34999995 0.22914294],[0.75000003 0.26039291],[0.66406229 0.41390858]
[0.34999991 0.22907282],[0.75000005 0.26032278],[0.66406213 0.41383849]
[0.34999986 0.22898266],[0.75000007 0.26023263],[0.66406192 0.41374838]
[0.34999979 0.22887247],[0.7500001  0.26012244],[0.66406166 0.41363823]
[0.34999972 0.22874225],[0.75000014 0.25999222],[0.66406136 0.41350806]
[0.34999964 0.22859199],[0.75000018 0.25984196],[0.66406101 0.41335787]
[0.34999954 0.2284217 ],[0.75000023 0.25967167],[0.66406061 0.41318765]
[0.34999943 0.22823137],[0.75000028 0.25948134],[0.66406017 0.4129974 ]
[0.34999931 0.22802101],[0.75000034 0.25927098],[0.66405968 0.41278713]
[0.34999918 0.22779062],[0.75000041 0.25904058],[0.66405915 0.41255683]
[0.34999904 0.22754019],[0.75000048 0.25879015],[0.66405856 0.41230651]
[0.34999888 0.22726973],[0.75000056 0.25851969],[0.66405793 0.41203616]
[0.34999872 0.22697923],[0.75000064 0.25822919],[0.66405726 0.41174578]
[0.34999854 0.2266687 ],[0.75000073 0.25791866],[0.66405654 0.41143538]
[0.34999835 0.22633813],[0.75000082 0.25758809],[0.66405577 0.41110495]
[0.34999815 0.22598753],[0.75000092 0.25723749],[0.66405495 0.41075449]
[0.34999794 0.22561689],[0.75000102 0.25686685],[0.66405409 0.41038401]
[0.34999772 0.22522622],[0.75000113 0.25647618],[0.66405318 0.40999351]
[0.34999749 0.22481552],[0.75000125 0.25606548],[0.66405223 0.40958297]
[0.34999724 0.22438478],[0.75000137 0.25563474],[0.66405123 0.40915242]
[0.34999699 0.22393401],[0.7500015  0.25518397],[0.66405018 0.40870183]
[0.34999672 0.2234632 ],[0.75000163 0.25471316],[0.66404908 0.40823122]
[0.34999644 0.22297236],[0.75000177 0.25422232],[0.66404794 0.40774059]
[0.34999615 0.22246149],[0.75000192 0.25371144],[0.66404675 0.40722992]
[0.34999585 0.22193058],[0.75000207 0.25318053],[0.66404552 0.40669924]
[0.34999553 0.22137963],[0.75000222 0.25262958],[0.66404424 0.40614852]
[0.34999521 0.22080865],[0.75000238 0.2520586 ],[0.66404291 0.40557778]
[0.34999487 0.22021764],[0.75000255 0.25146759],[0.66404154 0.40498702]
[0.34999452 0.21960659],[0.75000272 0.25085654],[0.66404012 0.40437622]
[0.34999417 0.21897551],[0.7500029  0.25022546],[0.66403865 0.40374541]
[0.3499938 0.2183244],[0.75000309 0.24957434],[0.66403713 0.40309456]
[0.34999341 0.21765325],[0.75000328 0.24890319],[0.66403557 0.40242369]
[0.34999302 0.21696206],[0.75000347 0.248212  ],[0.66403397 0.4017328 ]
[0.34999262 0.21625084],[0.75000367 0.24750078],[0.66403231 0.40102188]
[0.3499922  0.21551959],[0.75000388 0.24676953],[0.66403061 0.40029093]
[0.34999177 0.2147683 ],[0.75000409 0.24601824],[0.66402886 0.39953995]
[0.34999133 0.21399698],[0.75000431 0.24524691],[0.66402707 0.39876895]
[0.34999088 0.21320563],[0.75000454 0.24445556],[0.66402523 0.39797793]
[0.34999042 0.21239424],[0.75000477 0.24364416],[0.66402334 0.39716688]
[0.34998995 0.21156281],[0.750005   0.24281274],[0.66402141 0.3963358 ]
[0.34998947 0.21071135],[0.75000524 0.24196128],[0.66401943 0.3954847 ]
[0.34998897 0.20983986],[0.75000549 0.24108978],[0.6640174  0.39461357]
[0.34998846 0.20894833],[0.75000574 0.24019825],[0.66401533 0.39372241]
