1.0
 
[-6.48745571e-03 -1.99969822e+01],[ 3.15286171e-03 -1.99970321e+01],[ -0.02554473 -19.99258862]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919302],[0.75000001 0.26044299],[0.66406245 0.41395863]
[0.34999997 0.22914292],[0.75000001 0.26039289],[0.66406239 0.41390855]
[0.34999995 0.22907279],[0.75000003 0.26032276],[0.6640623  0.41383844]
[0.34999992 0.22898263],[0.75000004 0.2602326 ],[0.66406218 0.41374829]
[0.34999988 0.22887242],[0.75000006 0.26012239],[0.66406204 0.41363811]
[0.34999984 0.22874218],[0.75000008 0.25999215],[0.66406187 0.4135079 ]
[0.34999979 0.2285919 ],[0.7500001  0.25984187],[0.66406168 0.41335766]
[0.34999974 0.22842159],[0.75000013 0.25967156],[0.66406147 0.41318738]
[0.34999968 0.22823124],[0.75000016 0.25948121],[0.66406122 0.41299707]
[0.34999961 0.22802085],[0.75000019 0.25927082],[0.66406095 0.41278672]
[0.34999953 0.22779042],[0.75000023 0.25904039],[0.66406066 0.41255635]
[0.34999945 0.22753996],[0.75000027 0.25878993],[0.66406034 0.41230594]
[0.34999936 0.22726946],[0.75000031 0.25851942],[0.66406   0.4120355]
[0.34999927 0.22697892],[0.75000035 0.25822889],[0.66405963 0.41174503]
[0.34999917 0.22666835],[0.7500004  0.25791831],[0.66405923 0.41143452]
[0.34999906 0.22633774],[0.75000046 0.2575877 ],[0.66405881 0.41110398]
[0.34999895 0.22598709],[0.75000051 0.25723705],[0.66405836 0.41075341]
[0.34999883 0.2256164 ],[0.75000057 0.25686636],[0.66405789 0.41038281]
[0.3499987  0.22522568],[0.75000063 0.25647564],[0.66405739 0.40999217]
[0.34999857 0.22481492],[0.7500007  0.25606488],[0.66405687 0.4095815 ]
[0.34999843 0.22438413],[0.75000076 0.25563408],[0.66405632 0.4091508 ]
[0.34999828 0.22393329],[0.75000083 0.25518325],[0.66405574 0.40870006]
[0.34999813 0.22346242],[0.75000091 0.25471238],[0.66405514 0.4082293 ]
[0.34999797 0.22297151],[0.75000099 0.25422147],[0.66405452 0.4077385 ]
[0.34999781 0.22246057],[0.75000107 0.25371052],[0.66405387 0.40722766]
[0.34999764 0.22192959],[0.75000115 0.25317954],[0.66405319 0.4066968 ]
[0.34999746 0.22137857],[0.75000124 0.25262852],[0.66405249 0.4061459 ]
[0.34999727 0.22080751],[0.75000133 0.25205746],[0.66405176 0.40557497]
[0.34999708 0.22021642],[0.75000142 0.25146637],[0.66405101 0.40498401]
[0.34999688 0.21960529],[0.75000151 0.25085524],[0.66405023 0.40437301]
[0.34999668 0.21897412],[0.75000161 0.25022407],[0.66404942 0.40374198]
[0.34999647 0.21832292],[0.75000172 0.24957286],[0.66404859 0.40309092]
[0.34999625 0.21765168],[0.75000182 0.24890162],[0.66404774 0.40241983]
[0.34999603 0.2169604 ],[0.75000193 0.24821034],[0.66404686 0.4017287 ]
[0.3499958  0.21624909],[0.75000204 0.24749902],[0.66404595 0.40101754]
[0.34999556 0.21551773],[0.75000216 0.24676767],[0.66404502 0.40028635]
[0.34999532 0.21476634],[0.75000228 0.24601628],[0.66404406 0.39953513]
[0.34999507 0.21399492],[0.7500024  0.24524485],[0.66404308 0.39876387]
[0.34999481 0.21320346],[0.75000252 0.24445339],[0.66404207 0.39797258]
[0.34999455 0.21239196],[0.75000265 0.24364188],[0.66404103 0.39716126]
[0.34999428 0.21156042],[0.75000278 0.24281034],[0.66403997 0.3963299 ]
[0.349994   0.21070884],[0.75000291 0.24195877],[0.66403889 0.39547851]
[0.34999372 0.20983723],[0.75000305 0.24108715],[0.66403778 0.39460709]
[0.34999343 0.20894558],[0.75000319 0.2401955 ],[0.66403664 0.39371564]
