1.0
 
[-1.05059700e-02 -1.99947596e+01],[ 5.21506699e-03 -1.99948102e+01],[ -0.04277878 -19.98711276]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406241 0.41395865]
[0.34999995 0.22914293],[0.75000002 0.2603929 ],[0.66406231 0.41390858]
[0.34999992 0.22907281],[0.75000004 0.26032278],[0.66406216 0.41383848]
[0.34999987 0.22898265],[0.75000007 0.26023262],[0.66406196 0.41374836]
[0.34999981 0.22887246],[0.75000009 0.26012243],[0.66406173 0.41363821]
[0.34999974 0.22874224],[0.75000013 0.25999221],[0.66406145 0.41350803]
[0.34999966 0.22859198],[0.75000017 0.25984194],[0.66406113 0.41335783]
[0.34999957 0.22842168],[0.75000021 0.25967165],[0.66406077 0.4131876 ]
[0.34999947 0.22823135],[0.75000026 0.25948132],[0.66406036 0.41299734]
[0.34999936 0.22802098],[0.75000032 0.25927095],[0.66405991 0.41278706]
[0.34999924 0.22779058],[0.75000038 0.25904055],[0.66405942 0.41255674]
[0.34999911 0.22754015],[0.75000044 0.25879011],[0.66405888 0.4123064 ]
[0.34999897 0.22726968],[0.75000051 0.25851964],[0.6640583  0.41203604]
[0.34999882 0.22697917],[0.75000059 0.25822914],[0.66405768 0.41174564]
[0.34999865 0.22666863],[0.75000067 0.2579186 ],[0.66405702 0.41143522]
[0.34999848 0.22633806],[0.75000075 0.25758802],[0.66405631 0.41110477]
[0.3499983  0.22598745],[0.75000085 0.25723741],[0.66405556 0.4107543 ]
[0.3499981  0.22561681],[0.75000094 0.25686677],[0.66405477 0.4103838 ]
[0.3499979  0.22522613],[0.75000104 0.25647609],[0.66405394 0.40999327]
[0.34999768 0.22481541],[0.75000115 0.25606537],[0.66405306 0.40958271]
[0.34999746 0.22438466],[0.75000126 0.25563462],[0.66405214 0.40915213]
[0.34999722 0.22393388],[0.75000138 0.25518384],[0.66405118 0.40870152]
[0.34999697 0.22346306],[0.7500015  0.25471302],[0.66405017 0.40823088]
[0.34999671 0.22297221],[0.75000163 0.25422216],[0.66404912 0.40774021]
[0.34999645 0.22246132],[0.75000176 0.25371128],[0.66404803 0.40722952]
[0.34999617 0.2219304 ],[0.7500019  0.25318035],[0.6640469 0.4066988]
[0.34999588 0.22137944],[0.75000205 0.25262939],[0.66404572 0.40614805]
[0.34999558 0.22080845],[0.75000219 0.2520584 ],[0.6640445  0.40557728]
[0.34999527 0.22021742],[0.75000235 0.25146737],[0.66404324 0.40498648]
[0.34999495 0.21960636],[0.75000251 0.25085631],[0.66404193 0.40437565]
[0.34999462 0.21897526],[0.75000267 0.25022521],[0.66404058 0.40374479]
[0.34999427 0.21832413],[0.75000284 0.24957408],[0.66403919 0.40309391]
[0.34999392 0.21765297],[0.75000302 0.24890291],[0.66403776 0.402423  ]
[0.34999356 0.21696177],[0.7500032 0.2482117],[0.66403628 0.40173206]
[0.34999319 0.21625053],[0.75000338 0.24750047],[0.66403476 0.4010211 ]
[0.3499928  0.21551926],[0.75000357 0.24676919],[0.6640332  0.40029011]
[0.34999241 0.21476795],[0.75000377 0.24601789],[0.66403159 0.39953909]
[0.349992   0.21399661],[0.75000397 0.24524654],[0.66402994 0.39876804]
[0.34999159 0.21320524],[0.75000418 0.24445517],[0.66402825 0.39797697]
[0.34999116 0.21239383],[0.75000439 0.24364375],[0.66402652 0.39716587]
[0.34999073 0.21156238],[0.7500046  0.24281231],[0.66402474 0.39633474]
[0.34999028 0.2107109 ],[0.75000483 0.24196083],[0.66402292 0.39548359]
[0.34998982 0.20983939],[0.75000505 0.24108931],[0.66402106 0.39461241]
[0.34998935 0.20894784],[0.75000528 0.24019776],[0.66401915 0.3937212 ]
