1.0
 
[-8.99908041e-03 -1.99955931e+01],[ 4.44172175e-03 -1.99956434e+01],[ -0.03631699 -19.98916602]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406243 0.41395864]
[0.34999996 0.22914293],[0.75000002 0.2603929 ],[0.66406234 0.41390857]
[0.34999993 0.2290728 ],[0.75000004 0.26032277],[0.66406221 0.41383847]
[0.34999989 0.22898264],[0.75000006 0.26023261],[0.66406205 0.41374833]
[0.34999984 0.22887245],[0.75000008 0.26012242],[0.66406185 0.41363817]
[0.34999978 0.22874222],[0.75000011 0.25999219],[0.66406161 0.41350798]
[0.34999971 0.22859195],[0.75000014 0.25984192],[0.66406134 0.41335776]
[0.34999964 0.22842165],[0.75000018 0.25967161],[0.66406103 0.41318752]
[0.34999955 0.22823131],[0.75000022 0.25948127],[0.66406068 0.41299724]
[0.34999946 0.22802093],[0.75000027 0.2592709 ],[0.6640603  0.41278693]
[0.34999935 0.22779052],[0.75000032 0.25904049],[0.66405988 0.4125566 ]
[0.34999924 0.22754008],[0.75000038 0.25879004],[0.66405943 0.41230623]
[0.34999912 0.2272696 ],[0.75000044 0.25851956],[0.66405894 0.41203584]
[0.34999899 0.22697908],[0.7500005  0.25822904],[0.66405841 0.41174541]
[0.34999885 0.22666853],[0.75000057 0.25791849],[0.66405785 0.41143496]
[0.3499987  0.22633794],[0.75000064 0.2575879 ],[0.66405725 0.41110448]
[0.34999854 0.22598731],[0.75000072 0.25723728],[0.66405661 0.41075397]
[0.34999837 0.22561665],[0.7500008  0.25686662],[0.66405594 0.41038343]
[0.3499982  0.22522596],[0.75000089 0.25647592],[0.66405523 0.40999286]
[0.34999801 0.22481523],[0.75000098 0.25606519],[0.66405449 0.40958226]
[0.34999782 0.22438446],[0.75000108 0.25563442],[0.66405371 0.40915163]
[0.34999762 0.22393366],[0.75000118 0.25518362],[0.66405289 0.40870097]
[0.34999741 0.22346282],[0.75000128 0.25471278],[0.66405204 0.40823028]
[0.34999719 0.22297195],[0.75000139 0.2542219 ],[0.66405115 0.40773957]
[0.34999696 0.22246104],[0.7500015  0.25371099],[0.66405022 0.40722882]
[0.34999672 0.2219301 ],[0.75000162 0.25318005],[0.66404926 0.40669805]
[0.34999647 0.22137911],[0.75000174 0.25262906],[0.66404826 0.40614725]
[0.34999621 0.2208081 ],[0.75000187 0.25205805],[0.66404722 0.40557641]
[0.34999595 0.22021705],[0.750002   0.25146699],[0.66404615 0.40498555]
[0.34999567 0.21960596],[0.75000214 0.25085591],[0.66404504 0.40437466]
[0.34999539 0.21897484],[0.75000228 0.25022478],[0.6640439  0.40374374]
[0.3499951  0.21832368],[0.75000242 0.24957362],[0.66404272 0.40309279]
[0.3499948  0.21765248],[0.75000257 0.24890242],[0.6640415  0.40242181]
[0.34999448 0.21696125],[0.75000272 0.24821119],[0.66404024 0.4017308 ]
[0.34999417 0.21624999],[0.75000288 0.24749993],[0.66403895 0.40101976]
[0.34999384 0.21551869],[0.75000304 0.24676862],[0.66403763 0.4002887 ]
[0.3499935  0.21476735],[0.75000321 0.24601728],[0.66403627 0.3995376 ]
[0.34999315 0.21399598],[0.75000338 0.24524591],[0.66403487 0.39876648]
[0.3499928  0.21320457],[0.75000356 0.2444545 ],[0.66403343 0.39797532]
[0.34999243 0.21239313],[0.75000374 0.24364305],[0.66403196 0.39716414]
[0.34999206 0.21156165],[0.75000392 0.24281157],[0.66403045 0.39633293]
[0.34999168 0.21071013],[0.75000411 0.24196005],[0.66402891 0.39548168]
[0.34999128 0.20983858],[0.7500043 0.2410885],[0.66402733 0.39461041]
[0.34999088 0.20894699],[0.7500045  0.24019691],[0.66402571 0.39371911]
