1.0
 
[-1.07571044e-02 -1.99946207e+01],[ 5.34396187e-03 -1.99946713e+01],[ -0.04385563 -19.98677058]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.34999999 0.22922307],[0.75       0.26047304],[0.66406248 0.41398869]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406241 0.41395865]
[0.34999995 0.22914293],[0.75000002 0.2603929 ],[0.6640623  0.41390858]
[0.34999991 0.22907281],[0.75000004 0.26032278],[0.66406215 0.41383849]
[0.34999987 0.22898266],[0.75000007 0.26023263],[0.66406195 0.41374836]
[0.34999981 0.22887247],[0.7500001  0.26012243],[0.66406171 0.41363822]
[0.34999974 0.22874224],[0.75000013 0.25999221],[0.66406142 0.41350804]
[0.34999966 0.22859198],[0.75000017 0.25984195],[0.6640611  0.41335784]
[0.34999956 0.22842169],[0.75000022 0.25967165],[0.66406072 0.41318761]
[0.34999946 0.22823136],[0.75000027 0.25948132],[0.66406031 0.41299736]
[0.34999935 0.22802099],[0.75000032 0.25927096],[0.66405984 0.41278708]
[0.34999922 0.22779059],[0.75000039 0.25904056],[0.66405934 0.41255677]
[0.34999909 0.22754016],[0.75000045 0.25879013],[0.66405879 0.41230643]
[0.34999894 0.22726969],[0.75000052 0.25851966],[0.6640582  0.41203607]
[0.34999879 0.22697919],[0.7500006  0.25822915],[0.66405756 0.41174568]
[0.34999862 0.22666865],[0.75000068 0.25791861],[0.66405688 0.41143527]
[0.34999844 0.22633808],[0.75000077 0.25758804],[0.66405616 0.41110482]
[0.34999826 0.22598747],[0.75000087 0.25723743],[0.66405539 0.41075435]
[0.34999806 0.22561683],[0.75000097 0.25686679],[0.66405458 0.41038386]
[0.34999785 0.22522615],[0.75000107 0.25647611],[0.66405372 0.40999334]
[0.34999763 0.22481544],[0.75000118 0.2560654 ],[0.66405282 0.40958279]
[0.34999739 0.2243847 ],[0.75000129 0.25563466],[0.66405188 0.40915221]
[0.34999715 0.22393392],[0.75000141 0.25518387],[0.66405089 0.40870161]
[0.3499969 0.2234631],[0.75000154 0.25471306],[0.66404986 0.40823098]
[0.34999664 0.22297225],[0.75000167 0.25422221],[0.66404878 0.40774032]
[0.34999636 0.22246137],[0.75000181 0.25371132],[0.66404767 0.40722963]
[0.34999608 0.22193045],[0.75000195 0.2531804 ],[0.6640465  0.40669892]
[0.34999578 0.2213795 ],[0.7500021  0.25262945],[0.6640453  0.40614819]
[0.34999547 0.22080851],[0.75000225 0.25205846],[0.66404404 0.40557742]
[0.34999516 0.22021749],[0.75000241 0.25146743],[0.66404275 0.40498663]
[0.34999483 0.21960643],[0.75000257 0.25085637],[0.66404141 0.40437581]
[0.34999449 0.21897534],[0.75000274 0.25022528],[0.66404003 0.40374497]
[0.34999414 0.21832421],[0.75000291 0.24957415],[0.6640386 0.4030941]
[0.34999378 0.21765305],[0.75000309 0.24890299],[0.66403713 0.4024232 ]
[0.34999341 0.21696185],[0.75000328 0.24821179],[0.66403562 0.40173227]
[0.34999302 0.21625062],[0.75000347 0.24750056],[0.66403406 0.40102132]
[0.34999263 0.21551935],[0.75000366 0.24676929],[0.66403246 0.40029034]
[0.34999223 0.21476805],[0.75000386 0.24601799],[0.66403081 0.39953934]
[0.34999181 0.21399672],[0.75000407 0.24524665],[0.66402912 0.3987683 ]
[0.34999139 0.21320535],[0.75000428 0.24445528],[0.66402739 0.39797724]
[0.34999095 0.21239394],[0.7500045  0.24364387],[0.66402561 0.39716616]
[0.3499905 0.2115625],[0.75000472 0.24281243],[0.66402379 0.39633504]
[0.34999005 0.21071103],[0.75000494 0.24196095],[0.66402192 0.3954839 ]
[0.34998958 0.20983952],[0.75000518 0.24108944],[0.66402001 0.39461274]
[0.3499891  0.20894798],[0.75000542 0.2401979 ],[0.66401806 0.39372154]
