1.0
 
[-6.36187083e-03 -1.99970516e+01],[ 3.08841077e-03 -1.99971015e+01],[ -0.02500603 -19.99275977]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406249 0.41398868]
[0.34999999 0.22919302],[0.75000001 0.26044299],[0.66406245 0.41395863]
[0.34999997 0.22914292],[0.75000001 0.26039289],[0.66406239 0.41390855]
[0.34999995 0.22907279],[0.75000002 0.26032276],[0.6640623  0.41383844]
[0.34999992 0.22898263],[0.75000004 0.2602326 ],[0.66406219 0.41374829]
[0.34999989 0.22887242],[0.75000006 0.26012239],[0.66406205 0.41363811]
[0.34999984 0.22874218],[0.75000008 0.25999215],[0.66406189 0.4135079 ]
[0.3499998 0.2285919],[0.7500001  0.25984187],[0.6640617  0.41335765]
[0.34999974 0.22842159],[0.75000013 0.25967155],[0.66406149 0.41318737]
[0.34999968 0.22823123],[0.75000015 0.2594812 ],[0.66406125 0.41299706]
[0.34999962 0.22802084],[0.75000019 0.25927081],[0.66406099 0.41278671]
[0.34999954 0.22779042],[0.75000022 0.25904038],[0.6640607  0.41255634]
[0.34999946 0.22753995],[0.75000026 0.25878992],[0.66406039 0.41230593]
[0.34999938 0.22726945],[0.7500003  0.25851942],[0.66406005 0.41203548]
[0.34999928 0.22697891],[0.75000035 0.25822888],[0.66405969 0.41174501]
[0.34999919 0.22666834],[0.7500004 0.2579183],[0.6640593 0.4114345]
[0.34999908 0.22633773],[0.75000045 0.25758769],[0.66405889 0.41110396]
[0.34999897 0.22598708],[0.7500005  0.25723704],[0.66405845 0.41075338]
[0.34999885 0.22561639],[0.75000056 0.25686635],[0.66405799 0.41038278]
[0.34999873 0.22522567],[0.75000062 0.25647563],[0.6640575  0.40999214]
[0.3499986  0.22481491],[0.75000068 0.25606487],[0.66405699 0.40958146]
[0.34999846 0.22438411],[0.75000075 0.25563407],[0.66405645 0.40915076]
[0.34999832 0.22393327],[0.75000082 0.25518323],[0.66405589 0.40870002]
[0.34999817 0.2234624 ],[0.75000089 0.25471236],[0.6640553  0.40822925]
[0.34999801 0.22297149],[0.75000097 0.25422145],[0.66405469 0.40773844]
[0.34999785 0.22246055],[0.75000104 0.2537105 ],[0.66405405 0.40722761]
[0.34999768 0.22192956],[0.75000113 0.25317951],[0.66405339 0.40669674]
[0.34999751 0.22137854],[0.75000121 0.25262849],[0.6640527  0.40614583]
[0.34999732 0.22080748],[0.7500013  0.25205743],[0.66405199 0.4055749 ]
[0.34999714 0.22021639],[0.75000139 0.25146634],[0.66405125 0.40498393]
[0.34999694 0.21960526],[0.75000148 0.2508552 ],[0.66405049 0.40437293]
[0.34999674 0.21897409],[0.75000158 0.25022403],[0.6640497  0.40374189]
[0.34999654 0.21832288],[0.75000168 0.24957282],[0.66404889 0.40309083]
[0.34999632 0.21765164],[0.75000178 0.24890158],[0.66404805 0.40241973]
[0.3499961  0.21696036],[0.75000189 0.2482103 ],[0.66404719 0.4017286 ]
[0.34999588 0.21624904],[0.750002   0.24749898],[0.6640463  0.40101743]
[0.34999565 0.21551769],[0.75000211 0.24676762],[0.66404539 0.40028623]
[0.34999541 0.21476629],[0.75000223 0.24601623],[0.66404445 0.399535  ]
[0.34999516 0.21399487],[0.75000235 0.2452448 ],[0.66404349 0.39876374]
[0.34999491 0.2132034 ],[0.75000247 0.24445333],[0.6640425  0.39797244]
[0.34999465 0.2123919 ],[0.7500026  0.24364182],[0.66404149 0.39716111]
[0.34999439 0.21156036],[0.75000272 0.24281028],[0.66404045 0.39632975]
[0.34999412 0.21070878],[0.75000285 0.2419587 ],[0.66403939 0.39547836]
[0.34999384 0.20983716],[0.75000299 0.24108709],[0.6640383  0.39460693]
[0.34999356 0.20894551],[0.75000313 0.24019543],[0.66403719 0.39371547]
