1.0
 
[-7.61768951e-03 -1.99963571e+01],[ 3.73290823e-03 -1.99964071e+01],[ -0.03039266 -19.99104837]
 
[0.35       0.22923309],[0.75       0.26048306],[0.6640625 0.4139987]
[0.35       0.22922307],[0.75       0.26047304],[0.66406248 0.41398868]
[0.34999998 0.22919302],[0.75000001 0.26044299],[0.66406244 0.41395864]
[0.34999997 0.22914293],[0.75000002 0.2603929 ],[0.66406236 0.41390856]
[0.34999994 0.2290728 ],[0.75000003 0.26032277],[0.66406226 0.41383845]
[0.3499999  0.22898263],[0.75000005 0.2602326 ],[0.66406212 0.41374831]
[0.34999986 0.22887243],[0.75000007 0.2601224 ],[0.66406195 0.41363814]
[0.34999981 0.2287422 ],[0.75000009 0.25999217],[0.66406176 0.41350794]
[0.34999976 0.22859192],[0.75000012 0.25984189],[0.66406153 0.4133577 ]
[0.34999969 0.22842162],[0.75000015 0.25967158],[0.66406127 0.41318744]
[0.34999962 0.22823127],[0.75000019 0.25948124],[0.66406098 0.41299714]
[0.34999954 0.22802089],[0.75000023 0.25927085],[0.66406066 0.41278682]
[0.34999945 0.22779047],[0.75000027 0.25904043],[0.66406031 0.41255646]
[0.34999936 0.22754001],[0.75000032 0.25878998],[0.66405993 0.41230607]
[0.34999925 0.22726952],[0.75000037 0.25851949],[0.66405952 0.41203565]
[0.34999914 0.22697899],[0.75000042 0.25822896],[0.66405908 0.4117452 ]
[0.34999902 0.22666843],[0.75000048 0.25791839],[0.66405861 0.41143472]
[0.3499989  0.22633783],[0.75000054 0.25758779],[0.66405811 0.4111042 ]
[0.34999877 0.22598719],[0.7500006  0.25723715],[0.66405758 0.41075366]
[0.34999862 0.22561652],[0.75000067 0.25686648],[0.66405701 0.41038309]
[0.34999848 0.22522581],[0.75000075 0.25647577],[0.66405642 0.40999248]
[0.34999832 0.22481506],[0.75000082 0.25606502],[0.6640558  0.40958184]
[0.34999816 0.22438428],[0.7500009  0.25563423],[0.66405514 0.40915117]
[0.34999798 0.22393346],[0.75000099 0.25518341],[0.66405446 0.40870047]
[0.34999781 0.2234626 ],[0.75000108 0.25471256],[0.66405374 0.40822974]
[0.34999762 0.22297171],[0.75000117 0.25422166],[0.664053   0.40773898]
[0.34999742 0.22246078],[0.75000126 0.25371073],[0.66405222 0.40722819]
[0.34999722 0.22192982],[0.75000136 0.25317977],[0.66405142 0.40669736]
[0.34999701 0.22137881],[0.75000146 0.25262876],[0.66405058 0.40614651]
[0.3499968  0.22080778],[0.75000157 0.25205773],[0.66404972 0.40557562]
[0.34999657 0.2202167 ],[0.75000168 0.25146665],[0.66404882 0.4049847 ]
[0.34999634 0.21960559],[0.75000179 0.25085554],[0.66404789 0.40437375]
[0.3499961  0.21897444],[0.75000191 0.25022439],[0.66404694 0.40374277]
[0.34999585 0.21832326],[0.75000203 0.2495732 ],[0.66404595 0.40309176]
[0.3499956  0.21765204],[0.75000216 0.24890198],[0.66404493 0.40242072]
[0.34999533 0.21696078],[0.75000229 0.24821072],[0.66404388 0.40172965]
[0.34999506 0.21624949],[0.75000242 0.24749943],[0.6640428  0.40101854]
[0.34999478 0.21551816],[0.75000256 0.2467681 ],[0.66404169 0.40028741]
[0.3499945 0.2147668],[0.7500027  0.24601673],[0.66404055 0.39953624]
[0.3499942 0.2139954],[0.75000284 0.24524533],[0.66403938 0.39876504]
[0.3499939  0.21320396],[0.75000299 0.24445389],[0.66403818 0.39797381]
[0.3499936  0.21239248],[0.75000314 0.24364241],[0.66403695 0.39716255]
[0.34999328 0.21156097],[0.75000329 0.2428109 ],[0.66403569 0.39633126]
[0.34999295 0.21070942],[0.75000345 0.24195935],[0.6640344  0.39547994]
[0.34999262 0.20983784],[0.75000361 0.24108776],[0.66403307 0.39460859]
[0.34999228 0.20894622],[0.75000378 0.24019614],[0.66403172 0.3937172 ]
