iter,loss,event_time
0,0.00930422843041512,5
1,0.002849773746889662,18
2,0.030969341392915066,8
3,0.009750963495771177,5
4,0.028632414367278883,12
5,0.032297316004563446,12
6,0.015815745256571118,20
7,0.036201338192085666,7
8,0.008872098216158135,9
9,0.038118886818048675,24
10,0.07572673741560655,3
11,0.0376504053772439,11
12,0.010653680635228499,19
13,0.010549584022218898,20
14,0.010110018911657666,24
15,0.07109734658823963,5
16,0.06597886646383516,1
17,0.06599228148318757,1
18,0.06600072971329247,1
19,0.06600213816153097,1
20,0.06599790854122405,1
21,0.06598885036450808,1
22,0.06597523220508368,1
23,0.06595673887242857,1
24,0.06593415034523861,1
25,0.065907711641276,1
26,0.06587796366485561,1
27,0.06584509431080933,1
28,0.06580960804836918,1
29,0.06577218576083985,1
30,0.06573211910386609,1
31,0.06569069620887166,1
32,0.06564786303292311,1
33,0.06560497046026943,1
34,0.06556191462341127,1
35,0.06551885832867063,1
36,0.0654766564582328,1
37,0.06543464010371111,1
38,0.06539377017560591,1
39,0.06535373595737135,1
40,0.06531488342600521,1
41,0.065277699086438,1
42,0.0652420246922726,1
43,0.06520788940741162,1
44,0.06517580510160385,1
45,0.06514517564876868,1
46,0.06511698835520484,1
47,0.06509026918023719,1
48,0.06506554301531853,1
49,0.06504285760544204,1
50,0.06502164802825589,1
51,0.06500193834388378,1
52,0.06498413721258034,1
53,0.06496775820702277,1
54,0.06495307585449936,1
55,0.06494018057181213,1
56,0.06492795485887551,1
57,0.06491730683289479,1
58,0.06490773740322753,1
59,0.06489935073657907,1
60,0.06489218281668213,1
61,0.06488572508326428,1
62,0.06488044248419306,1
63,0.06487544121756589,1
64,0.06487128458778918,1
65,0.0648678182503036,1
66,0.06486498263789452,1
67,0.0648625718477981,1
68,0.06486063678493152,1
69,0.06485893662708779,1
70,0.06485755742766612,1
71,0.06485669023115134,1
72,0.0648556059279437,1
73,0.064855052562027,1
